spend_id,campaign_id,spend_date,amount_spent,impressions,clicks
347,INSTA_REEL,2025-06-11,13855.72,32333,1966
348,REFERRAL,2025-06-11,10833.75,46433,238
349,FB_JAN,2025-06-12,4853.11,12137,2261
350,GOOGLE_SEARCH,2025-06-12,7700.06,29236,2276
351,INSTA_REEL,2025-06-12,10855.85,41526,1753
352,REFERRAL,2025-06-12,9009.22,16195,895
353,FB_JAN,2025-06-13,6607.48,3031,1901
354,GOOGLE_SEARCH,2025-06-13,14467.93,38593,1398
355,INSTA_REEL,2025-06-13,3045.33,4482,161
356,REFERRAL,2025-06-13,13471.96,11454,1051
357,FB_JAN,2025-06-14,609.46,2293,2865
358,GOOGLE_SEARCH,2025-06-14,9781.99,35162,2260
359,INSTA_REEL,2025-06-14,13219.41,29830,284
360,REFERRAL,2025-06-14,1202.23,7164,2764
361,FB_JAN,2025-06-15,2967.01,49925,2527
362,GOOGLE_SEARCH,2025-06-15,10430.27,18151,2642
363,INSTA_REEL,2025-06-15,7832.28,42016,912
364,REFERRAL,2025-06-15,10972.84,22589,1561
365,FB_JAN,2025-06-16,8943.0,21264,1233
366,GOOGLE_SEARCH,2025-06-16,11106.34,19435,1338
367,INSTA_REEL,2025-06-16,7620.48,31642,460
368,REFERRAL,2025-06-16,8665.6,9431,1009
369,FB_JAN,2025-06-17,12353.36,38445,1347
370,GOOGLE_SEARCH,2025-06-17,6338.62,27290,643
371,INSTA_REEL,2025-06-17,13593.7,18793,2855
372,REFERRAL,2025-06-17,8965.99,17233,507
373,FB_JAN,2025-06-18,10063.78,6125,2016
374,GOOGLE_SEARCH,2025-06-18,13308.18,7346,2374
375,INSTA_REEL,2025-06-18,3427.06,6344,2430
376,REFERRAL,2025-06-18,8645.54,41837,1617
377,FB_JAN,2025-06-19,8508.89,15563,470
378,GOOGLE_SEARCH,2025-06-19,3480.59,26445,1550
379,INSTA_REEL,2025-06-19,12485.95,4900,2043
380,REFERRAL,2025-06-19,8524.16,42809,2923
381,FB_JAN,2025-06-20,5183.32,7047,2285
382,GOOGLE_SEARCH,2025-06-20,3489.83,42768,1129
383,INSTA_REEL,2025-06-20,5751.53,22912,1736
384,REFERRAL,2025-06-20,4921.51,40895,2455
385,FB_JAN,2025-06-21,887.06,12178,2768
386,GOOGLE_SEARCH,2025-06-21,8031.89,26309,2917
387,INSTA_REEL,2025-06-21,4963.66,46119,1121
388,REFERRAL,2025-06-21,8736.12,19519,2069
389,FB_JAN,2025-06-22,5491.45,33011,949
390,GOOGLE_SEARCH,2025-06-22,10836.48,24243,1581
391,INSTA_REEL,2025-06-22,6557.99,15660,1001
392,REFERRAL,2025-06-22,4330.03,23805,2901
393,FB_JAN,2025-06-23,7713.24,14177,2688
394,GOOGLE_SEARCH,2025-06-23,10680.97,41696,2559
395,INSTA_REEL,2025-06-23,8067.18,36152,2165
396,REFERRAL,2025-06-23,9122.16,1260,746
397,FB_JAN,2025-06-24,14441.09,48844,2935
398,GOOGLE_SEARCH,2025-06-24,9494.21,43128,792
399,INSTA_REEL,2025-06-24,9793.29,28360,1618
400,REFERRAL,2025-06-24,5063.2,45412,1840
401,FB_JAN,2025-06-25,14762.78,41239,2191
402,GOOGLE_SEARCH,2025-06-25,5035.86,17570,950
403,INSTA_REEL,2025-06-25,3441.05,16052,1363
404,REFERRAL,2025-06-25,6634.64,6157,1297
405,FB_JAN,2025-06-26,11224.63,12666,1208
406,GOOGLE_SEARCH,2025-06-26,4106.19,15515,2249
407,INSTA_REEL,2025-06-26,6836.78,44337,2113
408,REFERRAL,2025-06-26,1231.16,42951,1226
409,FB_JAN,2025-06-27,6396.59,28594,2144
410,GOOGLE_SEARCH,2025-06-27,4256.16,21805,734
411,INSTA_REEL,2025-06-27,8108.35,32336,2466
412,REFERRAL,2025-06-27,726.04,47990,2187
413,FB_JAN,2025-06-28,891.31,45220,2545
414,GOOGLE_SEARCH,2025-06-28,1334.48,44223,2704
415,INSTA_REEL,2025-06-28,6848.3,7509,1338
416,REFERRAL,2025-06-28,738.73,5314,726
417,FB_JAN,2025-06-29,9642.28,48411,1040
418,GOOGLE_SEARCH,2025-06-29,8737.6,47170,1736
419,INSTA_REEL,2025-06-29,9974.99,1583,2113
420,REFERRAL,2025-06-29,7734.87,36793,1774
421,FB_JAN,2025-06-30,11341.02,14620,2639
422,GOOGLE_SEARCH,2025-06-30,9925.15,40718,2135
423,INSTA_REEL,2025-06-30,3563.05,21698,1335
424,REFERRAL,2025-06-30,5310.07,46953,1862
425,FB_JAN,2025-07-01,7691.16,32856,1819
426,GOOGLE_SEARCH,2025-07-01,9800.89,12100,1741
427,INSTA_REEL,2025-07-01,6528.33,39850,2639
428,REFERRAL,2025-07-01,14310.34,37093,912
429,FB_JAN,2025-07-02,6000.73,2330,2163
430,GOOGLE_SEARCH,2025-07-02,13560.57,42516,336
431,INSTA_REEL,2025-07-02,12415.93,49223,71
432,REFERRAL,2025-07-02,2988.78,29128,2998
433,FB_JAN,2025-07-03,6972.14,33363,257
434,GOOGLE_SEARCH,2025-07-03,12584.54,47678,1203
435,INSTA_REEL,2025-07-03,2167.32,39680,1757
436,REFERRAL,2025-07-03,14485.12,34815,2907
437,FB_JAN,2025-07-04,3006.07,1011,76
438,GOOGLE_SEARCH,2025-07-04,5479.99,48273,2346
439,INSTA_REEL,2025-07-04,13330.74,36391,2056
440,REFERRAL,2025-07-04,4280.12,4664,1466
441,FB_JAN,2025-07-05,12086.36,35772,2530
442,GOOGLE_SEARCH,2025-07-05,2031.53,7257,687
443,INSTA_REEL,2025-07-05,2527.47,39521,845
444,REFERRAL,2025-07-05,1741.44,30930,1265
445,FB_JAN,2025-07-06,6962.23,2385,2844
446,GOOGLE_SEARCH,2025-07-06,3849.98,3619,910
447,INSTA_REEL,2025-07-06,7257.54,9525,1737
448,REFERRAL,2025-07-06,14013.54,16612,1422
449,FB_JAN,2025-07-07,5833.03,22995,1392
450,GOOGLE_SEARCH,2025-07-07,5528.93,9798,2006
451,INSTA_REEL,2025-07-07,7767.87,27914,1611
452,REFERRAL,2025-07-07,6304.69,17839,2225
453,FB_JAN,2025-07-08,11117.84,25735,1701
454,GOOGLE_SEARCH,2025-07-08,1234.37,11513,1519
455,INSTA_REEL,2025-07-08,8851.35,41545,2822
456,REFERRAL,2025-07-08,9465.99,14197,2924
457,FB_JAN,2025-07-09,4635.1,32472,2774
458,GOOGLE_SEARCH,2025-07-09,2083.26,34512,617
459,INSTA_REEL,2025-07-09,3258.9,6766,2620
460,REFERRAL,2025-07-09,4169.11,12357,2037
461,FB_JAN,2025-07-10,5720.6,40639,2198
462,GOOGLE_SEARCH,2025-07-10,6537.12,18387,1903
463,INSTA_REEL,2025-07-10,14294.54,8767,568
464,REFERRAL,2025-07-10,2386.44,38238,425
465,FB_JAN,2025-07-11,9469.03,37588,367
466,GOOGLE_SEARCH,2025-07-11,5150.44,31048,2614
467,INSTA_REEL,2025-07-11,1577.2,33651,1291
468,REFERRAL,2025-07-11,4052.86,41933,2324
469,FB_JAN,2025-07-12,9035.19,8285,1864
470,GOOGLE_SEARCH,2025-07-12,11646.66,12591,458
471,INSTA_REEL,2025-07-12,10010.41,26812,845
472,REFERRAL,2025-07-12,11093.67,32542,1536
473,FB_JAN,2025-07-13,4264.95,25646,985
474,GOOGLE_SEARCH,2025-07-13,7901.28,30310,540
475,INSTA_REEL,2025-07-13,6036.2,32912,736
476,REFERRAL,2025-07-13,13147.04,44779,2089
477,FB_JAN,2025-07-14,4874.49,46605,2795
478,GOOGLE_SEARCH,2025-07-14,10576.54,8517,2818
479,INSTA_REEL,2025-07-14,7589.4,23422,2364
480,REFERRAL,2025-07-14,1414.11,34245,442
481,FB_JAN,2025-07-15,8722.94,6012,570
482,GOOGLE_SEARCH,2025-07-15,4872.7,17537,1580
483,INSTA_REEL,2025-07-15,13848.97,12422,113
484,REFERRAL,2025-07-15,1338.51,44258,2780
485,FB_JAN,2025-07-16,12316.17,9744,1542
486,GOOGLE_SEARCH,2025-07-16,9841.54,46541,619
