event_id,user_id,session_id,content_id,event_name,event_timestamp
78,6,101,274,subscription_cancelled,2026-02-18 00:09:00
79,6,97,161,app_open,2025-10-11 19:24:00
80,6,,,app_open,2025-11-14 00:19:00
81,6,101,,app_open,2026-02-18 00:16:00
82,6,105,424,trial_started,2026-01-17 16:08:00
83,6,101,365,playback_start,2026-02-18 00:03:00
84,7,118,,search,2026-03-22 19:25:00
85,7,135,,subscription_cancelled,2026-05-14 01:15:00
86,7,123,448,subscription_cancelled,2026-07-18 06:20:00
87,7,122,452,playback_complete,2026-03-06 11:29:00
88,7,121,92,app_open,2025-09-05 10:20:00
89,7,131,213,trial_started,2026-01-02 22:26:00
90,7,,437,playback_complete,2026-07-27 00:07:00
91,8,154,202,subscription_cancelled,2026-03-02 23:24:00
92,8,156,,playback_complete,2025-11-05 03:12:00
93,8,144,,search,2026-06-08 04:08:00
94,8,147,176,subscription_purchased,2025-06-18 09:02:00
95,8,150,,playback_start,2026-03-07 08:24:00
96,8,150,53,app_open,2026-03-07 08:07:00
97,8,140,90,trial_started,2025-08-12 13:10:00
98,8,141,,content_click,2026-01-27 12:20:00
99,8,147,177,content_click,2025-06-18 09:05:00
100,8,159,,content_click,2026-04-21 06:29:00
101,9,163,148,search,2026-08-21 13:22:00
102,9,172,,content_click,2026-08-16 15:30:00
103,9,174,299,subscription_cancelled,2026-08-30 16:24:00
104,9,174,293,subscription_purchased,2026-08-30 16:14:00
105,9,171,,subscription_purchased,2026-06-06 18:06:00
106,9,,,subscription_cancelled,2026-08-24 00:10:00
107,9,161,276,trial_started,2026-09-06 16:19:00
108,9,180,,subscription_cancelled,2026-07-21 01:17:00
109,9,182,,playback_complete,2026-05-28 09:09:00
110,9,179,391,subscription_cancelled,2026-06-29 08:04:00
111,9,166,,playback_start,2026-07-25 06:12:00
112,9,179,,search,2026-06-29 08:00:00
113,9,160,436,subscription_cancelled,2026-08-30 08:00:00
114,10,186,81,playback_complete,2025-06-05 01:26:00
115,10,203,277,subscription_cancelled,2026-04-09 23:08:00
116,10,184,,content_click,2025-09-25 13:06:00
117,10,206,102,trial_started,2026-07-28 18:16:00
118,10,187,448,subscription_purchased,2025-04-22 04:05:00
119,10,194,,playback_start,2026-06-09 10:08:00
120,10,192,247,content_click,2025-09-02 23:24:00
121,10,198,90,subscription_purchased,2025-09-04 12:22:00
122,10,197,,subscription_cancelled,2026-08-23 14:26:00
123,10,,209,playback_complete,2025-05-26 00:14:00
124,11,221,,subscription_purchased,2026-07-04 21:18:00
125,11,207,,search,2025-12-19 18:21:00
126,11,220,,content_click,2025-04-22 22:19:00
127,11,219,,content_click,2026-03-17 10:02:00
128,11,230,,trial_started,2025-11-23 21:19:00
129,11,,395,subscription_cancelled,2026-01-19 00:15:00
130,11,226,40,content_click,2026-07-07 10:02:00
131,11,,,trial_started,2026-08-11 00:05:00
132,11,229,188,playback_complete,2026-02-26 03:25:00
133,11,208,,playback_complete,2026-03-29 14:05:00
134,11,229,,search,2026-02-26 03:10:00
135,11,213,409,subscription_purchased,2026-07-10 23:10:00
136,11,222,278,content_click,2026-01-09 23:21:00
137,11,,459,search,2025-12-28 00:08:00
138,11,,,app_open,2025-10-14 00:28:00
139,11,214,36,content_click,2026-08-27 04:05:00
140,12,237,469,playback_complete,2025-06-25 20:04:00
141,12,247,,subscription_cancelled,2026-05-15 12:29:00
142,12,234,,subscription_cancelled,2026-05-14 12:06:00
143,12,242,,trial_started,2026-07-09 15:01:00
144,12,,250,playback_complete,2026-02-18 00:11:00
145,12,,,subscription_purchased,2026-06-04 00:17:00
146,12,243,,playback_complete,2025-12-01 07:23:00
147,12,237,168,search,2025-06-25 20:17:00
148,12,234,,subscription_purchased,2026-05-14 12:16:00
149,12,,405,playback_start,2026-07-08 00:13:00
150,12,242,207,subscription_purchased,2026-07-09 15:01:00
151,12,245,,trial_started,2025-07-15 16:20:00
152,13,252,,app_open,2026-07-08 14:29:00
153,13,262,232,subscription_cancelled,2026-08-09 06:27:00
154,13,261,,playback_start,2026-03-30 16:15:00
155,13,256,,search,2026-05-20 13:10:00
156,13,256,191,subscription_purchased,2026-05-20 13:30:00
157,13,,162,app_open,2026-08-13 00:25:00
158,13,251,280,content_click,2026-06-12 02:14:00
159,13,264,,content_click,2026-04-30 01:15:00
160,13,263,,trial_started,2026-06-16 10:14:00
161,13,265,,playback_complete,2026-02-17 14:10:00
162,13,251,208,subscription_cancelled,2026-06-12 02:12:00
163,13,260,,app_open,2026-09-07 20:00:00
164,13,265,317,search,2026-02-17 14:23:00
165,13,259,205,search,2025-12-11 19:17:00
166,13,272,129,app_open,2026-04-18 11:24:00
167,13,256,484,playback_start,2026-05-20 13:19:00
168,13,251,,subscription_purchased,2026-06-12 02:21:00
169,13,253,92,content_click,2026-04-05 03:20:00
170,13,261,364,content_click,2026-03-30 16:22:00
171,13,269,,search,2026-06-14 03:07:00
172,13,266,481,playback_complete,2026-04-13 17:24:00
173,13,270,,app_open,2025-12-14 21:07:00
174,14,281,,subscription_cancelled,2026-01-10 12:12:00
175,14,281,358,search,2026-01-10 12:07:00
176,14,292,83,playback_complete,2026-06-19 18:06:00
177,14,,,subscription_purchased,2025-12-13 00:28:00
178,14,279,,subscription_purchased,2026-03-20 19:29:00
179,14,291,92,playback_complete,2025-12-04 17:12:00
180,14,289,,subscription_cancelled,2026-01-17 15:17:00
181,14,283,,trial_started,2026-02-15 22:16:00
182,14,,,search,2026-07-12 00:17:00
183,14,286,,playback_complete,2026-09-07 03:16:00
184,14,276,385,subscription_cancelled,2026-02-02 15:18:00
185,14,282,406,content_click,2026-02-28 14:22:00
186,14,293,,playback_start,2026-07-15 16:14:00
187,14,287,,subscription_cancelled,2026-06-28 14:09:00
188,14,274,,playback_start,2026-08-04 11:16:00
189,14,290,98,subscription_purchased,2025-11-12 16:23:00
190,14,284,386,trial_started,2026-05-02 03:27:00
191,15,,43,search,2026-08-30 00:22:00
192,15,305,243,subscription_cancelled,2026-08-20 04:13:00
193,15,297,,playback_complete,2026-08-28 21:29:00
194,15,307,,search,2026-09-07 23:28:00
195,15,306,414,content_click,2026-08-29 19:04:00
196,15,305,419,search,2026-08-20 04:08:00
197,15,303,,playback_complete,2026-08-28 10:29:00
198,15,307,399,trial_started,2026-09-07 23:20:00
199,15,,356,trial_started,2026-08-23 00:15:00
200,15,301,,trial_started,2026-09-04 22:23:00
201,15,303,80,playback_start,2026-08-28 10:18:00
202,15,,,content_click,2026-09-01 00:10:00
203,15,300,480,playback_complete,2026-08-28 13:23:00
204,15,305,313,subscription_cancelled,2026-08-20 04:06:00
205,15,,11,content_click,2026-08-18 00:01:00
206,15,297,106,content_click,2026-08-28 21:00:00
207,15,307,,subscription_cancelled,2026-09-07 23:13:00
208,15,311,208,subscription_purchased,2026-09-02 20:22:00
209,15,297,,content_click,2026-08-28 21:12:00
210,15,,,playback_start,2026-09-07 00:15:00
211,15,304,,playback_start,2026-08-25 14:29:00
212,15,297,449,search,2026-08-28 21:04:00
213,16,318,168,content_click,2026-03-09 22:11:00
214,16,,443,playback_complete,2025-06-26 00:30:00
215,16,315,70,trial_started,2026-04-01 21:12:00
216,16,312,,app_open,2025-11-21 06:03:00
217,16,327,,search,2025-06-09 06:28:00
218,16,321,277,trial_started,2026-06-14 21:09:00
219,16,324,250,playback_start,2025-07-31 00:08:00
220,16,318,,trial_started,2026-03-09 22:03:00
221,16,322,,subscription_purchased,2026-01-30 13:27:00
222,16,324,251,subscription_purchased,2025-07-31 00:05:00
223,16,312,,trial_started,2025-11-21 06:26:00
224,16,315,144,playback_complete,2026-04-01 21:09:00
225,16,328,96,trial_started,2026-01-11 05:21:00
226,16,326,,trial_started,2025-06-06 21:21:00
227,16,,17,content_click,2025-08-24 00:14:00
228,16,321,,playback_complete,2026-06-14 21:22:00
229,16,323,,app_open,2025-04-26 16:11:00
230,16,314,,search,2026-02-04 21:21:00
231,17,339,,playback_start,2026-06-24 22:18:00
232,17,332,,playback_start,2026-03-06 06:28:00
233,17,329,,playback_complete,2026-03-01 21:02:00
234,17,338,173,subscription_purchased,2026-04-23 07:23:00
235,17,,,search,2026-04-08 00:21:00
236,17,331,,app_open,2025-11-06 22:24:00
237,17,339,280,subscription_cancelled,2026-06-24 22:24:00
238,17,336,382,playback_complete,2026-07-20 07:02:00
239,17,333,73,search,2026-07-10 01:30:00
240,17,329,278,subscription_cancelled,2026-03-01 21:01:00
241,17,334,460,app_open,2026-04-07 14:04:00
242,17,337,90,playback_start,2026-09-02 17:13:00
243,17,334,361,playback_complete,2026-04-07 14:22:00
244,17,331,,playback_start,2025-11-06 22:05:00
245,17,333,46,app_open,2026-07-10 01:25:00
246,17,342,308,content_click,2026-04-22 13:12:00
247,18,355,,playback_complete,2026-06-13 09:27:00
248,18,344,,playback_complete,2026-05-26 00:14:00
249,18,352,367,trial_started,2026-07-28 23:20:00
250,18,352,,trial_started,2026-07-28 23:30:00
251,18,,454,playback_start,2026-08-08 00:28:00
252,18,349,156,subscription_cancelled,2026-08-09 22:20:00
253,18,344,358,app_open,2026-05-26 00:09:00
254,18,351,449,trial_started,2026-07-06 18:12:00
255,18,,81,subscription_cancelled,2026-07-05 00:10:00
256,18,348,80,playback_complete,2026-09-03 07:06:00
257,18,346,30,playback_complete,2026-06-14 19:27:00
258,18,,234,trial_started,2026-06-15 00:09:00
259,19,,,app_open,2026-01-06 00:28:00
260,19,370,187,app_open,2026-03-31 15:08:00
261,19,358,,playback_start,2026-01-24 23:25:00
262,19,359,85,app_open,2026-07-18 03:17:00
263,19,372,,search,2026-04-29 02:03:00
264,19,357,,trial_started,2025-12-05 05:08:00
265,19,368,277,app_open,2026-01-14 10:24:00
266,19,364,340,playback_complete,2026-08-23 08:26:00
267,19,358,247,playback_complete,2026-01-24 23:23:00
268,19,373,267,subscription_purchased,2026-04-08 16:12:00
269,19,368,,subscription_cancelled,2026-01-14 10:05:00
270,19,368,355,playback_complete,2026-01-14 10:14:00
271,19,366,,content_click,2026-06-23 22:09:00
272,19,367,108,content_click,2026-01-15 01:00:00
273,19,361,226,subscription_purchased,2026-06-04 08:22:00
274,19,361,434,content_click,2026-06-04 08:27:00
275,19,369,,playback_start,2026-08-29 01:01:00
276,19,373,141,subscription_cancelled,2026-04-08 16:25:00
277,20,393,,trial_started,2026-07-21 17:05:00
278,20,404,319,trial_started,2026-06-27 06:28:00
279,20,391,126,playback_complete,2026-07-30 12:01:00
280,20,388,118,search,2026-07-19 20:12:00
281,20,,112,subscription_cancelled,2026-08-01 00:20:00
282,20,394,240,playback_complete,2026-07-25 00:29:00
283,20,402,,playback_start,2026-08-26 17:10:00
284,20,404,,playback_start,2026-06-27 06:28:00
285,20,399,,search,2026-07-13 10:27:00
286,20,406,,trial_started,2026-08-12 03:07:00
287,20,395,,subscription_purchased,2026-08-24 11:16:00
288,20,394,,trial_started,2026-07-25 00:20:00
289,20,404,11,subscription_cancelled,2026-06-27 06:13:00
290,20,395,477,playback_start,2026-08-24 11:12:00
291,21,,,app_open,2026-06-24 00:11:00
292,21,416,280,search,2026-01-31 18:25:00
293,21,419,,playback_complete,2026-08-13 20:25:00
294,21,,312,app_open,2026-02-08 00:11:00
295,21,409,427,content_click,2026-01-31 23:23:00
296,21,407,96,playback_complete,2026-04-10 17:26:00
297,21,410,,content_click,2026-03-14 00:11:00
298,21,415,25,playback_start,2026-05-03 17:05:00
299,21,409,320,subscription_cancelled,2026-01-31 23:24:00
300,22,425,171,content_click,2025-05-26 23:10:00
301,22,,,search,2025-07-29 00:23:00
302,22,434,298,app_open,2025-04-23 15:22:00
303,22,446,362,search,2026-03-10 06:07:00
304,22,440,175,subscription_cancelled,2026-04-09 00:25:00
305,22,429,,trial_started,2026-01-13 21:03:00
306,22,431,314,app_open,2025-06-19 09:27:00
307,22,433,,search,2026-05-01 21:30:00
308,22,427,335,subscription_purchased,2025-06-05 11:23:00
309,22,437,,search,2026-04-27 17:06:00
310,22,441,455,subscription_cancelled,2025-08-14 03:22:00
311,22,,274,trial_started,2025-05-30 00:18:00
312,22,446,152,playback_start,2026-03-10 06:10:00
313,22,428,498,search,2026-08-19 03:17:00
314,22,434,491,subscription_cancelled,2025-04-23 15:28:00
315,22,428,434,app_open,2026-08-19 03:07:00
316,22,,460,playback_complete,2026-01-01 00:22:00
317,22,440,,playback_complete,2026-04-09 00:03:00
318,22,445,210,search,2025-10-24 23:18:00
319,22,434,479,trial_started,2025-04-23 15:28:00
320,22,434,,subscription_cancelled,2025-04-23 15:17:00
321,22,425,,subscription_purchased,2025-05-26 23:26:00
322,22,436,,subscription_purchased,2025-11-03 04:21:00
323,22,434,83,subscription_cancelled,2025-04-23 15:01:00
324,22,437,50,app_open,2026-04-27 17:21:00
325,23,460,172,content_click,2026-09-02 18:27:00
326,23,453,,subscription_purchased,2026-08-05 18:24:00
327,23,455,,search,2026-04-20 20:11:00
328,23,465,251,subscription_purchased,2026-01-19 19:01:00
329,23,449,,trial_started,2025-11-17 05:23:00
330,23,453,103,subscription_cancelled,2026-08-05 18:23:00
331,23,468,86,playback_start,2026-04-14 10:21:00
332,23,458,118,subscription_cancelled,2025-09-30 08:08:00
333,23,,,subscription_cancelled,2026-02-15 00:06:00
334,23,456,317,trial_started,2026-06-04 02:16:00
335,23,457,,trial_started,2026-01-22 21:27:00
336,23,452,,subscription_cancelled,2025-10-24 05:30:00
337,24,,297,app_open,2026-06-25 00:20:00
338,24,485,57,trial_started,2026-07-24 17:08:00
339,24,,253,subscription_cancelled,2026-05-24 00:10:00
340,24,473,43,content_click,2026-07-08 10:05:00
341,24,,,app_open,2026-05-28 00:01:00
342,24,475,,content_click,2026-05-23 10:21:00
343,24,,424,subscription_cancelled,2026-05-29 00:06:00
344,24,486,394,trial_started,2026-06-05 05:09:00
345,24,470,50,playback_start,2026-07-01 22:25:00
346,24,482,207,playback_complete,2026-07-23 14:07:00
347,24,477,,playback_complete,2026-08-22 23:20:00
348,25,,,subscription_purchased,2026-07-07 00:12:00
349,25,511,356,playback_start,2026-08-04 21:18:00
350,25,,330,subscription_purchased,2026-03-29 00:26:00
351,25,502,357,content_click,2026-04-07 11:23:00
352,25,507,437,playback_start,2026-07-08 02:15:00
353,25,496,258,playback_complete,2026-07-26 18:17:00
354,25,505,417,subscription_purchased,2026-05-13 04:12:00
355,25,508,42,search,2026-06-09 11:25:00
356,25,495,152,subscription_cancelled,2026-08-08 00:12:00
357,25,503,,search,2026-06-08 07:21:00
358,25,513,,app_open,2026-04-04 14:29:00
359,25,,,subscription_cancelled,2026-06-17 00:11:00
360,25,495,,playback_complete,2026-08-08 00:05:00
361,26,534,,subscription_purchased,2026-07-21 11:25:00
362,26,,116,playback_start,2026-01-03 00:14:00
363,26,530,188,playback_complete,2026-07-07 11:07:00
364,26,532,342,playback_start,2026-05-03 12:06:00
365,26,524,273,content_click,2026-08-23 14:03:00
366,26,520,422,subscription_purchased,2026-07-03 07:27:00
367,26,515,230,playback_complete,2026-03-10 23:10:00
368,26,,,search,2026-06-30 00:21:00
369,26,532,112,trial_started,2026-05-03 12:29:00
370,26,523,196,subscription_cancelled,2026-06-28 12:08:00
371,26,35981,379,trial_started,2026-06-20 15:12:00
372,26,518,,search,2026-09-01 07:11:00
373,26,534,243,trial_started,2026-07-21 11:19:00
374,26,534,,app_open,2026-07-21 11:20:00
375,26,521,,search,2026-01-16 21:02:00
376,26,536,230,subscription_purchased,2026-08-29 19:21:00
377,26,,,playback_complete,2026-05-09 00:24:00
378,27,554,235,search,2025-12-25 01:06:00
379,27,543,,subscription_purchased,2025-11-26 05:12:00
380,27,557,309,subscription_cancelled,2025-10-30 20:04:00
381,27,,391,subscription_cancelled,2026-07-31 00:02:00
382,27,543,293,subscription_cancelled,2025-11-26 05:10:00
383,27,540,,search,2025-10-01 16:11:00
384,27,558,,subscription_purchased,2026-05-12 01:25:00
385,27,557,404,search,2025-10-30 20:20:00
386,27,555,41,subscription_purchased,2025-10-27 18:09:00
387,27,554,184,search,2025-12-25 01:09:00
388,27,,,trial_started,2025-11-16 00:16:00
389,27,540,381,trial_started,2025-10-01 16:17:00
390,27,548,,search,2026-08-26 03:07:00
391,27,549,,content_click,2026-04-26 21:20:00
392,27,541,,content_click,2026-07-18 08:26:00
393,28,570,,subscription_cancelled,2026-08-26 04:08:00
394,28,,,search,2026-05-15 00:24:00
395,28,560,284,playback_complete,2025-11-20 05:16:00
396,28,585,347,content_click,2026-09-02 19:01:00
397,28,570,,app_open,2026-08-26 04:26:00
398,28,,,playback_complete,2026-04-05 00:08:00
399,28,582,114,playback_start,2026-05-25 04:20:00
400,28,575,,subscription_cancelled,2026-04-16 14:08:00
401,28,578,368,playback_complete,2026-05-04 12:21:00
402,28,583,478,subscription_purchased,2026-08-29 03:30:00
403,28,564,145,playback_complete,2025-11-01 23:02:00
404,28,578,,subscription_cancelled,2026-05-04 12:28:00
405,28,571,116,playback_start,2026-08-17 05:04:00
406,28,567,,trial_started,2026-08-29 15:22:00
407,28,562,,subscription_cancelled,2026-07-14 12:07:00
408,28,569,433,playback_complete,2026-02-12 13:15:00
409,28,578,376,playback_start,2026-05-04 12:16:00
410,28,,,app_open,2026-07-07 00:15:00
411,28,567,193,subscription_purchased,2026-08-29 15:13:00
412,28,584,457,playback_start,2026-01-21 15:25:00
413,29,587,217,playback_start,2026-07-02 03:03:00
414,29,599,,subscription_cancelled,2026-09-01 22:14:00
415,29,596,,subscription_purchased,2026-06-13 07:07:00
416,29,596,108,app_open,2026-06-13 07:25:00
417,29,598,314,trial_started,2026-05-24 18:29:00
418,29,586,,playback_complete,2026-03-05 17:07:00
419,29,,,subscription_purchased,2026-08-04 00:11:00
420,29,,,trial_started,2026-09-01 00:06:00
421,29,602,,subscription_cancelled,2026-04-30 15:00:00
422,30,607,276,app_open,2025-07-01 22:17:00
423,30,617,76,app_open,2026-04-24 08:25:00
424,30,618,194,playback_start,2025-11-09 17:10:00
425,30,612,386,trial_started,2026-05-30 06:22:00
426,30,608,,content_click,2026-07-14 00:06:00
427,30,609,441,app_open,2026-04-20 16:28:00
428,30,,119,subscription_cancelled,2026-07-20 00:05:00
429,30,610,330,subscription_cancelled,2025-08-28 16:28:00
430,30,611,,search,2025-07-02 12:15:00
431,30,611,,trial_started,2025-07-02 12:10:00
432,30,620,,app_open,2026-01-02 19:22:00
433,30,609,,content_click,2026-04-20 16:18:00
434,30,605,228,app_open,2026-04-03 13:02:00
435,30,615,137,app_open,2025-08-22 04:28:00
436,30,615,,subscription_cancelled,2025-08-22 04:01:00
437,30,607,,trial_started,2025-07-01 22:29:00
438,30,609,,playback_complete,2026-04-20 16:06:00
439,31,632,,content_click,2025-08-28 21:09:00
440,31,629,281,app_open,2026-04-10 11:07:00
441,31,632,128,trial_started,2025-08-28 21:21:00
442,31,627,393,trial_started,2026-03-30 15:23:00
443,31,,483,app_open,2026-01-12 00:02:00
444,31,631,148,playback_start,2026-01-08 23:13:00
445,31,,,playback_start,2026-01-20 00:02:00
446,31,629,,app_open,2026-04-10 11:03:00
447,31,630,460,content_click,2026-07-20 22:19:00
448,31,633,477,trial_started,2025-08-18 23:18:00
449,31,630,,playback_start,2026-07-20 22:15:00
450,31,629,333,content_click,2026-04-10 11:18:00
451,31,633,,search,2025-08-18 23:01:00
452,31,,373,content_click,2026-02-20 00:05:00
453,31,631,,subscription_purchased,2026-01-08 23:29:00
454,31,,18,search,2026-01-30 00:16:00
455,31,633,4,trial_started,2025-08-18 23:09:00
456,31,625,128,subscription_cancelled,2026-02-21 05:08:00
457,32,642,,search,2026-05-17 15:19:00
458,32,650,244,subscription_cancelled,2026-04-24 05:10:00
459,32,640,344,trial_started,2026-07-18 20:18:00
460,32,653,468,search,2026-08-20 09:02:00
461,32,636,123,subscription_cancelled,2026-06-03 16:00:00
462,32,639,,subscription_purchased,2026-04-23 05:29:00
463,32,,,content_click,2026-04-17 00:21:00
464,32,,165,playback_complete,2026-06-26 00:04:00
465,32,635,81,playback_complete,2026-05-21 03:29:00
466,32,643,,subscription_cancelled,2026-07-30 02:09:00
467,32,648,345,playback_complete,2026-07-17 12:25:00
468,32,649,274,subscription_cancelled,2026-08-21 09:29:00
469,32,652,371,app_open,2026-04-12 06:30:00
470,32,652,364,search,2026-04-12 06:15:00
471,33,656,,subscription_purchased,2026-03-12 16:22:00
472,33,654,,content_click,2025-10-01 01:16:00
473,33,672,25,playback_complete,2026-04-18 11:20:00
474,33,657,83,playback_start,2026-06-16 07:15:00
475,33,,407,app_open,2025-12-04 00:28:00
476,33,,,app_open,2025-11-29 00:19:00
477,33,662,192,app_open,2025-09-12 02:13:00
478,33,674,172,search,2025-10-17 19:20:00
479,33,654,414,app_open,2025-10-01 01:29:00
480,33,669,,subscription_cancelled,2025-07-29 02:06:00
481,33,668,,playback_complete,2026-07-06 22:10:00
482,33,659,,subscription_purchased,2026-06-04 01:27:00
483,33,661,,playback_start,2026-05-25 00:07:00
484,33,655,473,search,2026-07-30 19:27:00
485,33,669,15,content_click,2025-07-29 02:23:00
486,33,660,102,playback_start,2025-12-25 07:10:00
487,33,654,159,search,2025-10-01 01:13:00
488,33,665,,trial_started,2026-01-12 12:15:00
489,34,682,50,playback_complete,2026-06-14 03:27:00
490,34,679,,trial_started,2026-07-26 03:10:00
491,34,680,,content_click,2026-08-09 02:18:00
492,34,681,374,subscription_purchased,2026-07-25 09:21:00
493,34,686,,trial_started,2026-07-10 12:09:00
494,34,,,trial_started,2026-04-02 00:08:00
495,34,,,playback_start,2026-03-30 00:21:00
496,34,677,340,playback_start,2026-03-20 08:16:00
497,34,676,,content_click,2026-06-30 18:27:00
498,34,681,,app_open,2026-07-25 09:30:00
499,34,685,314,search,2026-05-22 22:25:00
500,34,,,trial_started,2026-09-02 00:27:00
501,34,679,91,trial_started,2026-07-26 03:07:00
502,35,694,,playback_start,2026-08-13 07:23:00
503,35,700,337,app_open,2026-05-10 07:17:00
504,35,,,app_open,2026-04-08 00:00:00
505,35,696,254,content_click,2026-05-01 10:22:00
506,35,693,95,subscription_purchased,2026-03-21 12:02:00
507,35,689,190,search,2026-06-29 21:17:00
508,35,689,59,subscription_purchased,2026-06-29 21:20:00
509,35,695,,trial_started,2026-08-24 22:18:00
510,35,688,,search,2026-05-05 10:14:00
511,35,698,,search,2026-07-14 17:13:00
512,35,696,,trial_started,2026-05-01 10:23:00
513,36,716,427,playback_complete,2026-08-21 19:25:00
514,36,705,334,trial_started,2026-05-21 11:11:00
515,36,716,,trial_started,2026-08-21 19:27:00
516,36,712,,playback_complete,2026-03-25 07:04:00
517,36,707,,subscription_purchased,2026-04-28 05:29:00
518,36,,294,trial_started,2026-01-05 00:01:00
519,36,35992,,search,2026-06-20 19:10:00
520,36,712,,content_click,2026-03-25 07:01:00
521,36,717,,app_open,2025-12-15 17:30:00
522,36,,,subscription_cancelled,2026-08-20 00:11:00
523,36,,70,trial_started,2026-09-02 00:23:00
524,37,734,,app_open,2025-12-21 10:17:00
525,37,726,93,search,2026-01-24 13:25:00
526,37,733,,subscription_purchased,2026-04-22 16:04:00
527,37,735,,subscription_purchased,2026-04-17 00:07:00
528,37,,,content_click,2026-01-06 00:14:00
529,37,733,,trial_started,2026-04-22 16:13:00
530,37,737,178,playback_start,2025-08-15 12:26:00
531,37,737,333,subscription_cancelled,2025-08-15 12:25:00
532,37,728,367,trial_started,2025-05-16 16:26:00
533,37,727,129,subscription_purchased,2025-12-30 17:00:00
534,37,729,470,content_click,2025-10-24 12:28:00
535,37,732,113,trial_started,2025-12-20 03:15:00
536,37,738,500,subscription_purchased,2026-02-21 03:30:00
537,37,724,,trial_started,2025-08-21 18:04:00
538,37,,352,app_open,2025-05-25 00:17:00
539,37,725,154,app_open,2025-07-04 01:02:00
