view_id,user_id,content_id,view_timestamp,watch_duration_minutes,playback_failure,search_to_play
302,877,441,2025-11-03 00:16:00,4,0,1
303,1075,14,2026-04-17 00:46:00,1,0,0
304,1621,365,2026-06-21 00:47:00,2,0,0
305,333,398,2026-06-27 00:53:00,43,0,0
306,613,162,2025-11-03 00:10:00,5,0,1
307,1741,439,2026-04-21 00:02:00,1,0,1
308,169,481,2026-08-20 00:11:00,8,0,0
309,597,463,2026-07-07 00:19:00,12,0,0
310,1749,72,2026-04-24 00:19:00,1,0,0
311,547,89,2025-11-27 00:54:00,22,0,1
312,1293,325,2026-08-14 00:59:00,18,0,0
313,317,333,2026-04-22 00:43:00,7,0,0
314,983,228,2026-08-30 00:43:00,25,0,0
315,792,209,2026-07-21 00:38:00,17,0,1
316,939,250,2026-01-09 00:56:00,24,0,1
317,1389,6,2026-06-16 00:39:00,1,0,0
318,886,235,2025-12-10 00:10:00,22,0,0
319,1275,21,2026-08-19 00:41:00,13,0,1
320,1428,336,2026-06-18 00:49:00,16,1,1
321,1568,17,2025-09-11 00:44:00,5,0,0
322,1208,367,2025-12-08 00:20:00,1,0,1
323,1124,2,2026-08-10 00:14:00,15,0,0
324,1309,263,2026-09-01 00:58:00,53,0,1
325,1707,95,2026-03-11 00:10:00,2,0,1
326,1728,321,2026-01-23 00:15:00,2,0,0
327,1107,238,2026-03-21 00:09:00,83,0,0
328,1405,419,2026-04-22 00:24:00,21,0,0
329,1798,342,2026-09-04 00:38:00,102,0,0
330,468,240,2026-06-02 00:16:00,21,0,0
331,1730,406,2026-09-01 00:23:00,42,0,1
332,1427,252,2026-08-23 00:47:00,5,0,0
333,745,480,2026-02-17 00:29:00,1,1,1
334,751,217,2026-03-22 00:30:00,1,0,0
335,520,343,2026-07-02 00:24:00,1,0,0
336,1695,472,2026-05-15 00:33:00,1,0,1
337,1227,221,2026-06-11 00:00:00,5,0,1
338,1204,46,2026-08-02 00:06:00,1,0,0
339,141,400,2026-07-17 00:54:00,15,0,0
340,1688,300,2026-09-05 00:10:00,26,0,0
341,590,314,2026-07-11 00:15:00,16,0,0
342,1531,292,2026-08-24 00:04:00,12,0,0
343,1343,327,2026-07-31 00:55:00,18,0,1
344,1508,334,2025-05-29 00:18:00,36,1,0
345,1174,335,2026-07-27 00:10:00,19,0,1
346,204,143,2026-07-07 00:08:00,45,0,0
347,1052,455,2026-03-02 00:21:00,4,0,1
348,610,131,2026-04-12 00:20:00,3,0,1
349,81,337,2026-09-03 00:46:00,62,0,1
350,840,244,2026-08-13 00:41:00,55,0,0
351,650,488,2026-07-24 00:25:00,50,0,1
352,1011,104,2026-04-21 00:31:00,7,0,0
353,1205,48,2026-02-05 00:54:00,14,0,0
354,1653,71,2025-09-24 00:38:00,21,0,1
355,606,102,2026-08-05 00:38:00,44,0,1
356,1689,345,2026-07-06 00:01:00,11,0,0
357,1182,98,2026-03-05 00:39:00,6,0,0
358,286,414,2026-05-11 00:44:00,7,0,0
359,1403,342,2026-05-28 00:22:00,8,0,0
360,1421,36,2026-08-11 00:17:00,16,0,0
361,175,489,2026-02-06 00:28:00,22,0,1
362,415,124,2026-08-25 00:18:00,49,1,0
363,1714,169,2026-06-29 00:39:00,34,0,1
364,414,157,2026-03-11 00:27:00,59,0,0
365,1681,378,2026-07-01 00:41:00,2,0,1
366,957,348,2026-05-05 00:49:00,14,0,1
367,653,320,2025-12-21 00:51:00,59,0,0
368,1012,53,2026-07-04 00:14:00,51,0,0
369,715,120,2026-08-23 00:51:00,57,0,0
370,405,490,2025-04-29 00:25:00,8,0,0
371,32,18,2026-08-10 00:47:00,7,1,0
372,555,10,2026-05-09 00:31:00,19,0,0
373,1010,375,2026-09-02 00:14:00,21,0,0
374,796,85,2025-10-16 00:22:00,17,0,0
375,1768,192,2026-02-07 00:15:00,27,0,1
376,1692,205,2026-07-11 00:20:00,6,0,0
377,1723,46,2026-07-14 00:59:00,24,0,0
378,420,400,2026-08-30 00:57:00,2,1,1
379,1211,175,2026-05-17 00:29:00,10,0,1
380,686,328,2025-11-05 00:26:00,64,0,0
381,1657,481,2026-08-08 00:28:00,76,0,0
382,1417,395,2026-06-22 00:08:00,24,0,1
383,1251,280,2026-09-06 00:36:00,4,0,0
384,813,252,2026-07-31 00:35:00,41,0,0
385,1110,394,2026-07-17 00:44:00,1,0,0
386,663,354,2026-07-24 00:18:00,1,0,0
387,703,367,2026-06-22 00:02:00,22,0,0
388,1245,298,2026-09-01 00:06:00,1,0,0
389,1302,334,2026-06-28 00:53:00,30,0,1
390,1433,313,2026-02-18 00:49:00,27,0,0
391,1453,201,2025-09-16 00:51:00,1,0,0
392,179,44,2026-08-19 00:50:00,27,0,1
393,430,165,2026-08-13 00:46:00,27,0,1
394,730,182,2026-02-13 00:06:00,6,0,1
395,350,197,2026-08-19 00:17:00,53,0,0
396,1375,280,2026-06-18 00:59:00,30,0,0
397,419,196,2026-07-02 00:32:00,23,0,1
398,1701,180,2026-07-04 00:43:00,35,0,0
399,22,473,2026-06-27 00:56:00,94,0,0
400,224,453,2026-09-02 00:38:00,1,0,0
401,1010,302,2026-08-26 00:33:00,32,0,0
402,350,443,2026-05-17 00:47:00,39,1,0
403,532,478,2026-06-03 00:40:00,9,0,1
404,772,206,2026-02-21 00:27:00,1,0,1
405,1384,338,2026-04-01 00:34:00,85,0,1
406,1355,347,2026-09-01 00:33:00,31,0,1
407,325,469,2026-01-19 00:21:00,15,0,1
408,990,329,2026-04-04 00:56:00,5,0,0
409,249,488,2026-05-16 00:50:00,2,0,0
410,448,475,2025-09-22 00:58:00,13,0,0
411,776,352,2026-08-10 00:55:00,39,0,0
412,1410,487,2025-08-15 00:08:00,13,0,0
413,1532,131,2026-08-04 00:06:00,100,0,0
414,782,329,2026-03-30 00:14:00,6,0,0
415,120,160,2026-06-10 00:50:00,8,0,0
416,785,19,2026-09-02 00:57:00,24,1,0
417,129,232,2026-08-27 00:38:00,3,1,0
418,1646,420,2026-09-06 00:32:00,1,0,0
419,325,499,2025-12-06 00:56:00,7,0,1
420,1116,277,2026-07-18 00:38:00,29,0,0
421,1439,399,2025-08-29 00:09:00,3,0,1
422,1080,277,2026-06-05 00:51:00,6,1,1
423,145,368,2026-02-01 00:35:00,21,1,0
424,973,380,2026-02-26 00:33:00,26,0,1
425,1055,189,2026-06-23 00:14:00,50,0,1
426,1754,126,2026-07-22 00:19:00,3,0,0
427,814,49,2026-08-16 00:46:00,1,0,0
428,570,201,2026-02-05 00:41:00,7,0,1
429,45,417,2026-02-28 00:15:00,20,0,1
430,1315,213,2026-06-20 00:39:00,21,0,1
431,499,348,2026-07-05 00:11:00,17,1,1
432,50,362,2025-11-30 00:29:00,27,0,0
433,259,463,2026-09-06 00:08:00,34,0,0
434,404,45,2026-08-09 00:30:00,50,0,0
435,1599,460,2026-06-20 00:06:00,65,0,0
436,1042,350,2026-09-07 00:33:00,7,0,1
437,74,298,2026-09-01 00:20:00,24,0,1
438,910,157,2026-02-20 00:18:00,17,0,1
439,125,112,2026-06-09 00:23:00,3,0,1
440,13,167,2025-12-26 00:26:00,26,0,0
441,854,322,2026-08-13 00:52:00,1,0,0
442,1472,33,2026-05-14 00:54:00,41,0,1
443,918,21,2026-07-21 00:09:00,44,0,0
444,831,397,2026-06-12 00:50:00,43,0,0
445,516,395,2026-02-20 00:26:00,10,0,0
446,459,493,2026-03-29 00:57:00,1,0,0
447,419,97,2026-07-17 00:19:00,24,0,0
448,1083,386,2026-07-17 00:38:00,10,0,1
449,1271,427,2026-02-23 00:19:00,35,0,0
450,363,123,2026-08-01 00:16:00,10,0,0
451,1729,315,2026-08-18 00:50:00,4,0,1
452,146,151,2026-07-21 00:31:00,38,0,1
453,52,246,2026-05-23 00:43:00,1,0,0
454,956,261,2026-07-03 00:16:00,20,0,0
455,243,43,2026-04-07 00:26:00,2,0,0
456,605,428,2025-11-30 00:30:00,24,0,0
457,1172,96,2026-05-15 00:00:00,24,0,0
458,308,30,2026-07-16 00:38:00,46,0,0
459,1692,401,2026-07-04 00:07:00,7,0,0
460,1541,256,2026-08-12 00:45:00,3,0,0
461,75,115,2026-03-26 00:57:00,36,0,1
462,254,15,2026-05-09 00:42:00,4,0,0
463,1578,191,2025-09-09 00:40:00,36,0,0
464,1532,139,2026-05-07 00:35:00,1,0,1
465,221,70,2025-05-16 00:23:00,9,0,0
466,786,128,2026-08-05 00:32:00,72,0,0
467,547,441,2026-05-05 00:17:00,2,0,1
468,817,155,2026-08-21 00:57:00,6,0,0
469,1315,331,2026-06-07 00:06:00,11,0,1
470,1299,175,2025-12-24 00:45:00,5,0,0
471,340,92,2026-03-11 00:11:00,1,1,1
472,1485,400,2026-08-07 00:46:00,20,0,0
473,60,315,2026-08-30 00:44:00,9,0,1
474,595,312,2026-05-26 00:58:00,3,0,0
475,1383,424,2026-08-28 00:16:00,64,0,0
476,1426,277,2026-07-26 00:24:00,28,0,0
477,1677,179,2025-07-15 00:12:00,17,0,1
478,947,346,2026-06-08 00:52:00,4,0,0
479,1759,315,2026-07-22 00:10:00,14,0,0
480,209,418,2025-05-23 00:49:00,22,0,0
481,182,254,2025-08-17 00:21:00,32,0,0
482,1613,30,2026-07-27 00:44:00,110,0,0
483,1336,81,2026-05-11 00:01:00,1,0,1
484,1133,86,2026-09-07 00:18:00,23,0,1
485,1162,496,2026-05-31 00:02:00,8,0,0
486,946,463,2026-01-06 00:15:00,4,1,0
487,345,409,2026-08-23 00:35:00,11,0,1
488,412,152,2026-09-02 00:31:00,8,0,0
489,283,153,2026-06-09 00:23:00,14,0,1
490,1158,370,2026-01-24 00:29:00,108,0,1
491,1580,456,2026-06-21 00:02:00,16,0,1
492,65,8,2026-08-26 00:11:00,36,0,1
493,1111,474,2026-01-05 00:23:00,34,0,1
494,1124,27,2026-07-22 00:56:00,15,0,0
495,1247,375,2026-02-14 00:01:00,15,0,1
496,1504,304,2026-07-16 00:26:00,43,1,0
497,1654,20,2025-11-19 00:58:00,6,0,1
498,1721,257,2026-01-17 00:02:00,27,0,1
499,1733,115,2026-09-02 00:53:00,1,0,0
500,1696,163,2026-08-15 00:40:00,1,0,0
501,225,304,2026-05-27 00:02:00,1,0,0
502,1434,373,2025-07-24 00:02:00,8,0,0
503,581,279,2026-07-12 00:16:00,4,0,0
504,1201,387,2026-08-09 00:43:00,15,0,1
505,331,154,2025-11-27 00:11:00,34,0,0
506,1240,71,2026-05-15 00:42:00,6,0,1
507,410,2,2026-02-21 00:47:00,15,0,1
508,1415,122,2026-07-21 00:35:00,50,1,1
509,243,334,2026-02-04 00:48:00,1,1,1
510,939,268,2026-05-23 00:29:00,23,0,0
511,1310,25,2025-10-28 00:15:00,19,0,0
512,1761,282,2026-01-25 00:29:00,15,0,0
513,1350,129,2026-06-06 00:11:00,14,0,0
514,1380,485,2026-03-26 00:44:00,6,1,0
515,483,313,2025-09-28 00:50:00,16,0,0
516,1579,239,2026-02-11 00:59:00,4,1,0
517,1716,443,2026-07-12 00:36:00,15,0,1
518,563,178,2026-05-03 00:23:00,19,0,0
519,1662,411,2026-05-30 00:19:00,73,0,0
520,1304,479,2026-06-12 00:58:00,12,0,0
521,969,124,2025-09-29 00:18:00,6,0,0
522,902,173,2026-05-14 00:21:00,1,0,0
523,1122,400,2026-04-25 00:28:00,93,0,0
524,154,117,2026-08-11 00:34:00,5,0,1
525,82,138,2026-08-25 00:21:00,1,1,1
526,1648,477,2026-09-01 00:38:00,88,0,1
527,295,378,2026-02-21 00:11:00,12,0,1
528,396,359,2026-05-04 00:24:00,11,0,0
529,1664,313,2026-04-08 00:01:00,11,0,1
530,651,352,2026-09-07 00:13:00,33,1,0
531,395,461,2026-08-28 00:43:00,8,0,0
532,431,95,2026-08-01 00:14:00,28,0,0
533,82,429,2026-08-03 00:04:00,39,0,0
534,790,71,2026-01-25 00:11:00,4,0,0
535,767,9,2026-08-12 00:43:00,83,0,0
536,1188,381,2026-07-04 00:33:00,18,0,1
537,918,248,2025-05-18 00:11:00,19,1,1
538,1619,54,2026-04-18 00:20:00,1,0,0
539,1479,390,2026-06-30 00:46:00,49,0,0
540,407,420,2026-04-16 00:25:00,4,0,0
541,982,401,2026-05-31 00:50:00,23,0,0
542,1645,418,2026-08-24 00:12:00,5,0,0
543,1325,369,2026-05-02 00:27:00,14,0,0
544,444,379,2025-11-01 00:36:00,1,1,0
545,443,211,2026-08-25 00:06:00,23,0,0
