user_id,signup_timestamp,signup_platform,campaign_id,trial_eligible,country
154,2026-06-22 00:00:00,android,INSTA_REEL,1,IN
155,2025-07-18 00:00:00,android,GOOGLE_SEARCH,1,IN
156,2025-11-25 00:00:00,smart_tv,FB_JAN,1,IN
157,2025-11-02 00:00:00,android,INSTA_REEL,1,IN
158,2025-05-21 00:00:00,web,GOOGLE_SEARCH,1,IN
159,2026-02-26 00:00:00,ios,REFERRAL,0,IN
160,2025-04-07 00:00:00,android,INSTA_REEL,1,IN
161,2025-11-07 00:00:00,web,GOOGLE_SEARCH,1,IN
162,2025-10-28 00:00:00,ios,FB_JAN,1,IN
163,2025-03-24 00:00:00,web,INSTA_REEL,1,IN
164,2025-05-28 00:00:00,smart_tv,INSTA_REEL,1,IN
165,2025-05-16 00:00:00,android,,0,IN
166,2025-11-06 00:00:00,android,GOOGLE_SEARCH,1,IN
167,2025-05-25 00:00:00,ios,GOOGLE_SEARCH,0,IN
168,2025-04-18 00:00:00,smart_tv,,1,IN
169,2026-02-18 00:00:00,android,REFERRAL,0,IN
170,2025-05-28 00:00:00,ios,REFERRAL,1,IN
171,2026-08-25 00:00:00,ios,,1,IN
172,2025-11-15 00:00:00,web,INSTA_REEL,0,IN
173,2025-12-27 00:00:00,android,FB_JAN,1,IN
174,2026-07-27 00:00:00,web,REFERRAL,1,IN
175,2025-10-22 00:00:00,smart_tv,FB_JAN,0,IN
176,2025-07-30 00:00:00,android,GOOGLE_SEARCH,1,IN
177,2026-07-14 00:00:00,android,GOOGLE_SEARCH,1,IN
178,2025-11-20 00:00:00,smart_tv,REFERRAL,1,IN
179,2026-07-14 00:00:00,android,INSTA_REEL,0,IN
180,2026-05-07 00:00:00,web,GOOGLE_SEARCH,0,IN
181,2025-09-27 00:00:00,ios,FB_JAN,0,IN
182,2025-06-21 00:00:00,android,INSTA_REEL,0,IN
183,2025-06-24 00:00:00,web,REFERRAL,0,IN
184,2026-06-01 00:00:00,android,GOOGLE_SEARCH,1,IN
185,2026-03-14 00:00:00,ios,REFERRAL,1,IN
186,2026-05-24 00:00:00,android,INSTA_REEL,1,IN
187,2026-05-11 00:00:00,ios,INSTA_REEL,1,IN
188,2026-07-08 00:00:00,android,INSTA_REEL,0,IN
189,2025-05-11 00:00:00,android,,0,IN
190,2025-06-25 00:00:00,smart_tv,,1,IN
191,2025-05-18 00:00:00,android,FB_JAN,0,IN
192,2026-05-03 00:00:00,ios,INSTA_REEL,1,IN
193,2026-02-27 00:00:00,android,INSTA_REEL,1,IN
194,2025-07-06 00:00:00,web,GOOGLE_SEARCH,1,IN
195,2025-11-26 00:00:00,android,FB_JAN,1,IN
196,2025-09-29 00:00:00,smart_tv,FB_JAN,1,IN
197,2025-09-27 00:00:00,ios,REFERRAL,1,IN
198,2026-06-19 00:00:00,android,INSTA_REEL,1,IN
199,2025-08-07 00:00:00,android,GOOGLE_SEARCH,1,IN
200,2026-05-23 00:00:00,android,REFERRAL,1,IN
201,2025-09-20 00:00:00,ios,,1,IN
202,2025-12-27 00:00:00,android,INSTA_REEL,1,IN
203,2026-07-03 00:00:00,web,FB_JAN,1,IN
204,2025-11-27 00:00:00,android,INSTA_REEL,1,IN
205,2025-06-02 00:00:00,android,INSTA_REEL,1,IN
206,2026-06-13 00:00:00,ios,,0,IN
207,2025-06-25 00:00:00,web,GOOGLE_SEARCH,1,IN
208,2025-05-07 00:00:00,android,GOOGLE_SEARCH,1,IN
209,2025-04-01 00:00:00,android,GOOGLE_SEARCH,1,IN
210,2025-06-20 00:00:00,android,REFERRAL,0,IN
211,2025-11-14 00:00:00,web,GOOGLE_SEARCH,1,IN
212,2025-09-03 00:00:00,ios,REFERRAL,1,IN
213,2026-05-07 00:00:00,ios,,1,IN
214,2026-07-27 00:00:00,web,INSTA_REEL,1,IN
215,2026-07-22 00:00:00,web,REFERRAL,1,IN
216,2025-10-21 00:00:00,ios,,1,IN
217,2026-05-01 00:00:00,web,REFERRAL,1,IN
218,2025-05-16 00:00:00,android,,0,IN
219,2025-09-01 00:00:00,android,GOOGLE_SEARCH,1,IN
220,2026-04-09 00:00:00,android,GOOGLE_SEARCH,0,IN
221,2025-03-19 00:00:00,android,,1,IN
222,2026-04-20 00:00:00,ios,FB_JAN,0,IN
223,2025-12-13 00:00:00,smart_tv,,0,IN
224,2026-06-25 00:00:00,android,REFERRAL,0,IN
225,2026-01-03 00:00:00,android,,0,IN
226,2026-05-24 00:00:00,ios,INSTA_REEL,1,IN
227,2026-07-28 00:00:00,smart_tv,FB_JAN,1,IN
228,2025-08-22 00:00:00,android,,1,IN
229,2025-09-27 00:00:00,ios,FB_JAN,0,IN
230,2026-01-14 00:00:00,android,FB_JAN,0,IN
231,2025-10-25 00:00:00,android,,0,IN
232,2025-05-15 00:00:00,smart_tv,,0,IN
233,2025-05-18 00:00:00,smart_tv,GOOGLE_SEARCH,1,IN
234,2026-02-01 00:00:00,android,,0,IN
235,2025-05-14 00:00:00,smart_tv,,1,IN
236,2025-05-07 00:00:00,ios,GOOGLE_SEARCH,0,IN
237,2026-07-18 00:00:00,web,GOOGLE_SEARCH,0,IN
238,2026-08-13 00:00:00,ios,INSTA_REEL,1,IN
239,2025-08-25 00:00:00,ios,,1,IN
240,2025-05-14 00:00:00,ios,REFERRAL,0,IN
241,2026-08-19 00:00:00,ios,FB_JAN,0,IN
242,2025-06-07 00:00:00,android,GOOGLE_SEARCH,1,IN
243,2025-09-23 00:00:00,android,,0,IN
244,2025-05-26 00:00:00,android,REFERRAL,0,IN
245,2025-05-25 00:00:00,web,FB_JAN,1,IN
246,2025-11-12 00:00:00,android,,1,IN
247,2026-05-04 00:00:00,ios,REFERRAL,1,IN
248,2025-07-17 00:00:00,smart_tv,FB_JAN,1,IN
249,2025-11-24 00:00:00,android,REFERRAL,1,IN
250,2025-04-26 00:00:00,ios,GOOGLE_SEARCH,1,IN
251,2025-06-08 00:00:00,android,,1,IN
252,2026-05-20 00:00:00,web,REFERRAL,1,IN
253,2026-09-03 00:00:00,android,REFERRAL,0,IN
254,2026-02-03 00:00:00,ios,,1,IN
255,2025-12-09 00:00:00,web,FB_JAN,1,IN
256,2025-10-12 00:00:00,smart_tv,,1,IN
257,2026-02-01 00:00:00,ios,REFERRAL,1,IN
258,2025-11-16 00:00:00,ios,INSTA_REEL,1,IN
259,2025-12-13 00:00:00,ios,FB_JAN,0,IN
260,2026-04-26 00:00:00,web,REFERRAL,1,IN
261,2025-07-29 00:00:00,ios,INSTA_REEL,0,IN
262,2026-01-18 00:00:00,android,FB_JAN,1,IN
263,2026-06-28 00:00:00,smart_tv,GOOGLE_SEARCH,0,IN
264,2026-02-03 00:00:00,ios,,1,IN
265,2025-05-30 00:00:00,ios,FB_JAN,0,IN
266,2025-03-26 00:00:00,android,FB_JAN,1,IN
267,2026-06-29 00:00:00,ios,REFERRAL,1,IN
268,2025-06-27 00:00:00,android,INSTA_REEL,0,IN
269,2025-05-31 00:00:00,ios,FB_JAN,1,IN
270,2025-10-21 00:00:00,android,,1,IN
271,2026-08-17 00:00:00,ios,FB_JAN,0,IN
272,2025-12-13 00:00:00,smart_tv,FB_JAN,1,IN
273,2025-07-30 00:00:00,android,REFERRAL,0,IN
274,2026-03-09 00:00:00,smart_tv,FB_JAN,1,IN
275,2025-05-26 00:00:00,android,INSTA_REEL,1,IN
276,2025-11-22 00:00:00,web,REFERRAL,1,IN
277,2026-03-30 00:00:00,web,GOOGLE_SEARCH,1,IN
278,2026-01-02 00:00:00,ios,GOOGLE_SEARCH,0,IN
279,2025-08-25 00:00:00,web,REFERRAL,0,IN
280,2026-06-08 00:00:00,web,INSTA_REEL,1,IN
281,2026-01-20 00:00:00,android,REFERRAL,1,IN
282,2025-03-25 00:00:00,android,REFERRAL,1,IN
283,2026-01-17 00:00:00,ios,REFERRAL,1,IN
284,2025-07-01 00:00:00,web,REFERRAL,1,IN
285,2025-08-01 00:00:00,web,FB_JAN,1,IN
286,2025-12-12 00:00:00,web,,1,IN
287,2025-07-13 00:00:00,android,GOOGLE_SEARCH,1,IN
288,2025-07-04 00:00:00,web,INSTA_REEL,1,IN
289,2025-08-23 00:00:00,android,FB_JAN,0,IN
290,2025-12-20 00:00:00,ios,GOOGLE_SEARCH,1,IN
291,2025-12-30 00:00:00,android,,1,IN
292,2025-10-18 00:00:00,android,REFERRAL,1,IN
293,2026-03-03 00:00:00,android,,0,IN
294,2025-10-11 00:00:00,android,GOOGLE_SEARCH,1,IN
295,2025-12-12 00:00:00,ios,GOOGLE_SEARCH,1,IN
296,2026-08-16 00:00:00,android,FB_JAN,1,IN
297,2026-07-30 00:00:00,android,FB_JAN,0,IN
298,2025-11-29 00:00:00,android,INSTA_REEL,0,IN
299,2025-05-08 00:00:00,android,REFERRAL,1,IN
300,2025-06-19 00:00:00,android,,1,IN
301,2026-05-24 00:00:00,android,REFERRAL,1,IN
302,2025-12-25 00:00:00,ios,,1,IN
303,2025-05-01 00:00:00,ios,REFERRAL,0,IN
304,2025-03-20 00:00:00,ios,GOOGLE_SEARCH,1,IN
305,2026-02-21 00:00:00,ios,GOOGLE_SEARCH,0,IN
306,2025-07-28 00:00:00,android,REFERRAL,1,IN
307,2025-12-10 00:00:00,web,INSTA_REEL,1,IN
308,2025-08-29 00:00:00,ios,GOOGLE_SEARCH,1,IN
309,2026-06-12 00:00:00,ios,INSTA_REEL,1,IN
310,2026-05-28 00:00:00,android,GOOGLE_SEARCH,1,IN
311,2025-03-26 00:00:00,android,FB_JAN,1,IN
312,2025-07-09 00:00:00,android,FB_JAN,0,IN
313,2025-06-02 00:00:00,android,REFERRAL,1,IN
314,2025-08-16 00:00:00,ios,,1,IN
315,2025-04-22 00:00:00,ios,FB_JAN,0,IN
316,2026-03-30 00:00:00,ios,GOOGLE_SEARCH,1,IN
317,2025-08-15 00:00:00,web,GOOGLE_SEARCH,1,IN
318,2026-05-31 00:00:00,web,FB_JAN,1,IN
319,2025-07-25 00:00:00,web,FB_JAN,1,IN
320,2025-04-28 00:00:00,smart_tv,,1,IN
321,2026-01-26 00:00:00,android,FB_JAN,0,IN
322,2026-03-25 00:00:00,android,REFERRAL,0,IN
323,2025-04-26 00:00:00,android,,1,IN
324,2026-03-18 00:00:00,ios,FB_JAN,1,IN
325,2025-10-18 00:00:00,web,GOOGLE_SEARCH,0,IN
326,2025-11-27 00:00:00,android,FB_JAN,1,IN
327,2025-06-30 00:00:00,smart_tv,REFERRAL,1,IN
328,2026-03-14 00:00:00,android,REFERRAL,1,IN
329,2026-05-07 00:00:00,smart_tv,GOOGLE_SEARCH,0,IN
330,2025-08-22 00:00:00,android,,1,IN
331,2025-11-14 00:00:00,android,GOOGLE_SEARCH,1,IN
332,2025-08-30 00:00:00,ios,FB_JAN,1,IN
333,2025-09-14 00:00:00,android,GOOGLE_SEARCH,1,IN
334,2026-05-13 00:00:00,android,,1,IN
335,2025-04-11 00:00:00,android,INSTA_REEL,1,IN
336,2025-09-16 00:00:00,web,GOOGLE_SEARCH,0,IN
337,2026-02-20 00:00:00,ios,,1,IN
338,2026-05-12 00:00:00,android,INSTA_REEL,1,IN
339,2025-11-26 00:00:00,ios,,1,IN
340,2025-12-15 00:00:00,web,,0,IN
341,2025-08-27 00:00:00,android,INSTA_REEL,0,IN
342,2025-07-05 00:00:00,android,GOOGLE_SEARCH,1,IN
343,2026-04-12 00:00:00,android,INSTA_REEL,1,IN
344,2025-04-25 00:00:00,android,GOOGLE_SEARCH,1,IN
345,2026-07-11 00:00:00,ios,,1,IN
346,2025-10-30 00:00:00,android,GOOGLE_SEARCH,1,IN
347,2025-10-07 00:00:00,ios,REFERRAL,1,IN
348,2026-07-01 00:00:00,web,INSTA_REEL,1,IN
349,2026-03-10 00:00:00,android,INSTA_REEL,1,IN
350,2026-01-23 00:00:00,ios,FB_JAN,1,IN
351,2025-11-05 00:00:00,android,,0,IN
352,2025-10-31 00:00:00,smart_tv,,1,IN
353,2025-04-10 00:00:00,ios,GOOGLE_SEARCH,1,IN
354,2025-09-30 00:00:00,web,REFERRAL,0,IN
355,2026-04-29 00:00:00,ios,,0,IN
356,2026-02-16 00:00:00,android,REFERRAL,1,IN
357,2025-12-27 00:00:00,ios,FB_JAN,0,IN
358,2025-05-27 00:00:00,smart_tv,INSTA_REEL,0,IN
359,2025-12-27 00:00:00,ios,REFERRAL,1,IN
360,2026-03-11 00:00:00,web,,1,IN
361,2026-08-20 00:00:00,web,INSTA_REEL,1,IN
362,2026-04-30 00:00:00,android,REFERRAL,0,IN
363,2026-02-19 00:00:00,android,REFERRAL,0,IN
364,2025-04-14 00:00:00,ios,GOOGLE_SEARCH,1,IN
365,2025-07-13 00:00:00,android,INSTA_REEL,1,IN
366,2025-12-09 00:00:00,web,REFERRAL,1,IN
367,2025-09-15 00:00:00,smart_tv,GOOGLE_SEARCH,1,IN
368,2025-12-13 00:00:00,android,,1,IN
369,2025-04-25 00:00:00,android,REFERRAL,0,IN
370,2025-07-06 00:00:00,web,GOOGLE_SEARCH,1,IN
371,2026-06-04 00:00:00,android,GOOGLE_SEARCH,0,IN
372,2026-03-05 00:00:00,web,INSTA_REEL,1,IN
373,2026-02-01 00:00:00,android,GOOGLE_SEARCH,1,IN
374,2026-06-06 00:00:00,ios,REFERRAL,1,IN
375,2026-08-22 00:00:00,android,FB_JAN,0,IN
376,2025-07-13 00:00:00,ios,,0,IN
377,2026-04-15 00:00:00,ios,REFERRAL,1,IN
378,2025-09-27 00:00:00,ios,REFERRAL,0,IN
379,2025-12-02 00:00:00,android,,1,IN
380,2025-05-01 00:00:00,web,,0,IN
381,2026-06-06 00:00:00,web,GOOGLE_SEARCH,1,IN
382,2025-03-18 00:00:00,android,REFERRAL,1,IN
383,2026-08-31 00:00:00,android,GOOGLE_SEARCH,1,IN
384,2025-10-04 00:00:00,android,INSTA_REEL,1,IN
385,2026-03-24 00:00:00,ios,GOOGLE_SEARCH,0,IN
386,2026-06-01 00:00:00,ios,INSTA_REEL,0,IN
387,2025-05-27 00:00:00,ios,FB_JAN,1,IN
388,2026-02-18 00:00:00,android,REFERRAL,1,IN
389,2026-02-01 00:00:00,android,INSTA_REEL,1,IN
390,2025-07-22 00:00:00,ios,FB_JAN,0,IN
391,2026-01-18 00:00:00,ios,,0,IN
392,2026-08-18 00:00:00,smart_tv,GOOGLE_SEARCH,0,IN
393,2026-01-27 00:00:00,android,FB_JAN,1,IN
394,2026-05-09 00:00:00,ios,INSTA_REEL,0,IN
395,2026-02-14 00:00:00,android,REFERRAL,1,IN
396,2026-05-03 00:00:00,android,,0,IN
397,2026-01-13 00:00:00,web,,1,IN
398,2025-07-25 00:00:00,ios,FB_JAN,1,IN
399,2025-09-29 00:00:00,smart_tv,FB_JAN,1,IN
400,2026-05-21 00:00:00,android,GOOGLE_SEARCH,1,IN
401,2026-04-09 00:00:00,android,,1,IN
402,2025-09-11 00:00:00,web,,1,IN
403,2026-01-19 00:00:00,ios,GOOGLE_SEARCH,1,IN
404,2026-05-06 00:00:00,android,REFERRAL,1,IN
405,2025-03-17 00:00:00,android,GOOGLE_SEARCH,1,IN
406,2026-01-22 00:00:00,android,INSTA_REEL,0,IN
407,2026-01-04 00:00:00,web,INSTA_REEL,1,IN
408,2025-10-18 00:00:00,android,FB_JAN,0,IN
409,2026-05-31 00:00:00,android,GOOGLE_SEARCH,0,IN
410,2026-02-09 00:00:00,android,GOOGLE_SEARCH,1,IN
411,2026-07-06 00:00:00,android,FB_JAN,1,IN
412,2026-06-12 00:00:00,android,REFERRAL,1,IN
413,2026-06-12 00:00:00,ios,GOOGLE_SEARCH,1,IN
414,2025-10-21 00:00:00,android,,1,IN
415,2026-08-22 00:00:00,web,GOOGLE_SEARCH,1,IN
416,2026-07-14 00:00:00,android,REFERRAL,0,IN
417,2025-09-06 00:00:00,ios,GOOGLE_SEARCH,0,IN
418,2025-06-11 00:00:00,web,,1,IN
419,2026-01-01 00:00:00,ios,INSTA_REEL,0,IN
420,2026-08-26 00:00:00,ios,INSTA_REEL,0,IN
421,2026-02-23 00:00:00,android,REFERRAL,1,IN
422,2025-06-20 00:00:00,android,REFERRAL,1,IN
423,2025-11-12 00:00:00,ios,,1,IN
424,2026-01-28 00:00:00,smart_tv,INSTA_REEL,1,IN
425,2025-11-02 00:00:00,ios,INSTA_REEL,1,IN
426,2025-10-06 00:00:00,ios,INSTA_REEL,0,IN
427,2025-08-14 00:00:00,web,INSTA_REEL,0,IN
428,2025-04-11 00:00:00,ios,,1,IN
429,2025-05-03 00:00:00,android,REFERRAL,1,IN
430,2025-11-22 00:00:00,ios,REFERRAL,1,IN
431,2026-07-16 00:00:00,smart_tv,FB_JAN,0,IN
432,2025-05-30 00:00:00,android,REFERRAL,1,IN
433,2026-06-26 00:00:00,ios,INSTA_REEL,1,IN
434,2026-05-15 00:00:00,android,GOOGLE_SEARCH,1,IN
435,2025-10-02 00:00:00,ios,INSTA_REEL,1,IN
436,2026-04-14 00:00:00,android,INSTA_REEL,1,IN
437,2026-08-05 00:00:00,ios,REFERRAL,1,IN
438,2026-04-30 00:00:00,web,FB_JAN,1,IN
439,2025-11-21 00:00:00,android,,1,IN
440,2025-08-15 00:00:00,ios,GOOGLE_SEARCH,1,IN
441,2025-03-22 00:00:00,web,GOOGLE_SEARCH,1,IN
442,2025-07-04 00:00:00,smart_tv,FB_JAN,1,IN
443,2026-05-26 00:00:00,android,INSTA_REEL,1,IN
444,2025-10-27 00:00:00,android,,0,IN
445,2025-09-13 00:00:00,android,,1,IN
446,2026-08-29 00:00:00,smart_tv,,1,IN
447,2026-07-05 00:00:00,smart_tv,REFERRAL,1,IN
448,2025-05-07 00:00:00,ios,INSTA_REEL,1,IN
449,2025-11-27 00:00:00,web,GOOGLE_SEARCH,1,IN
450,2025-07-19 00:00:00,ios,GOOGLE_SEARCH,0,IN
451,2026-06-27 00:00:00,ios,INSTA_REEL,1,IN
452,2025-07-31 00:00:00,android,GOOGLE_SEARCH,1,IN
453,2026-07-05 00:00:00,web,REFERRAL,1,IN
454,2026-02-04 00:00:00,android,,1,IN
455,2026-06-13 00:00:00,web,GOOGLE_SEARCH,1,IN
456,2026-08-15 00:00:00,web,REFERRAL,1,IN
457,2026-05-27 00:00:00,web,,0,IN
458,2026-06-16 00:00:00,android,INSTA_REEL,1,IN
459,2025-08-26 00:00:00,android,INSTA_REEL,1,IN
460,2026-07-16 00:00:00,android,REFERRAL,1,IN
461,2026-06-20 00:00:00,android,REFERRAL,1,IN
462,2025-12-07 00:00:00,android,REFERRAL,1,IN
463,2025-11-25 00:00:00,smart_tv,GOOGLE_SEARCH,0,IN
