session_id,user_id,session_start_timestamp,platform,session_duration_minutes
205,10,2025-06-10 13:00:00,smart_tv,8
206,10,2026-07-28 18:00:00,android,9
207,11,2025-12-19 18:00:00,ios,1
208,11,2026-03-29 14:00:00,web,6
209,11,2025-07-17 19:00:00,ios,10
210,11,2025-10-27 11:00:00,ios,10
211,11,2026-02-23 00:00:00,smart_tv,35
212,11,2026-07-01 21:00:00,smart_tv,49
213,11,2026-07-10 23:00:00,android,29
214,11,2026-08-27 04:00:00,smart_tv,1
215,11,2025-12-19 15:00:00,android,7
216,11,2025-06-12 13:00:00,ios,12
217,11,2025-11-27 01:00:00,smart_tv,1
218,11,2025-05-18 08:00:00,ios,21
219,11,2026-03-17 10:00:00,smart_tv,2
220,11,2025-04-22 22:00:00,android,15
221,11,2026-07-04 21:00:00,ios,19
222,11,2026-01-09 23:00:00,android,2
223,11,2026-02-05 23:00:00,ios,27
224,11,2026-01-30 07:00:00,smart_tv,35
225,11,2026-08-29 21:00:00,smart_tv,7
226,11,2026-07-07 10:00:00,web,5
227,11,2026-01-06 16:00:00,smart_tv,2
228,11,2026-04-03 22:00:00,ios,9
229,11,2026-02-26 03:00:00,web,17
230,11,2025-11-23 21:00:00,android,1
231,11,2026-04-23 07:00:00,android,8
232,11,2025-12-18 11:00:00,android,2
233,11,2026-03-21 21:00:00,web,28
234,12,2026-05-14 12:00:00,ios,25
235,12,2025-09-04 17:00:00,smart_tv,1
236,12,2026-04-29 01:00:00,android,11
237,12,2025-06-25 20:00:00,ios,15
238,12,2025-09-08 16:00:00,smart_tv,26
239,12,2026-08-28 15:00:00,android,56
240,12,2026-08-30 15:00:00,ios,20
241,12,2025-09-12 02:00:00,ios,10
242,12,2026-07-09 15:00:00,ios,6
243,12,2025-12-01 07:00:00,ios,8
244,12,2025-12-06 08:00:00,android,6
245,12,2025-07-15 16:00:00,smart_tv,14
246,12,2025-10-12 17:00:00,android,39
247,12,2026-05-15 12:00:00,ios,1
248,12,2026-01-12 07:00:00,web,20
249,12,2025-07-30 14:00:00,android,7
250,12,2026-02-02 18:00:00,ios,4
251,13,2026-06-12 02:00:00,android,7
252,13,2026-07-08 14:00:00,ios,24
253,13,2026-04-05 03:00:00,web,15
254,13,2026-07-07 23:00:00,android,2
255,13,2025-11-04 03:00:00,web,11
256,13,2026-05-20 13:00:00,android,5
257,13,2025-11-13 17:00:00,android,13
258,13,2026-08-03 00:00:00,android,14
259,13,2025-12-11 19:00:00,android,4
260,13,2026-09-07 20:00:00,smart_tv,3
261,13,2026-03-30 16:00:00,smart_tv,3
262,13,2026-08-09 06:00:00,ios,9
263,13,2026-06-16 10:00:00,web,16
264,13,2026-04-30 01:00:00,android,7
265,13,2026-02-17 14:00:00,web,30
266,13,2026-04-13 17:00:00,ios,32
267,13,2026-08-29 15:00:00,web,1
268,13,2026-04-30 22:00:00,ios,16
269,13,2026-06-14 03:00:00,ios,1
270,13,2025-12-14 21:00:00,web,7
271,13,2026-02-16 00:00:00,web,4
272,13,2026-04-18 11:00:00,android,17
273,14,2026-04-08 17:00:00,web,20
274,14,2026-08-04 11:00:00,smart_tv,8
275,14,2026-01-03 01:00:00,ios,29
276,14,2026-02-02 15:00:00,android,18
277,14,2026-01-20 22:00:00,smart_tv,11
278,14,2026-06-07 03:00:00,android,29
279,14,2026-03-20 19:00:00,smart_tv,41
280,14,2026-02-18 06:00:00,ios,7
281,14,2026-01-10 12:00:00,smart_tv,21
282,14,2026-02-28 14:00:00,android,1
283,14,2026-02-15 22:00:00,android,86
284,14,2026-05-02 03:00:00,smart_tv,1
285,14,2026-06-10 01:00:00,web,1
286,14,2026-09-07 03:00:00,smart_tv,31
287,14,2026-06-28 14:00:00,web,3
288,14,2026-09-07 16:00:00,ios,12
289,14,2026-01-17 15:00:00,web,25
290,14,2025-11-12 16:00:00,smart_tv,10
291,14,2025-12-04 17:00:00,web,10
292,14,2026-06-19 18:00:00,android,29
293,14,2026-07-15 16:00:00,ios,14
294,14,2026-02-08 22:00:00,ios,2
295,15,2026-09-03 05:00:00,android,3
296,15,2026-08-20 03:00:00,android,2
297,15,2026-08-28 21:00:00,smart_tv,7
298,15,2026-09-04 19:00:00,ios,6
299,15,2026-08-26 16:00:00,ios,9
300,15,2026-08-28 13:00:00,android,2
301,15,2026-09-04 22:00:00,android,8
302,15,2026-08-23 08:00:00,ios,18
303,15,2026-08-28 10:00:00,smart_tv,18
304,15,2026-08-25 14:00:00,android,1
305,15,2026-08-20 04:00:00,smart_tv,48
306,15,2026-08-29 19:00:00,ios,3
307,15,2026-09-07 23:00:00,android,1
308,15,2026-09-01 09:00:00,android,22
309,15,2026-09-07 17:00:00,android,3
310,15,2026-08-26 22:00:00,smart_tv,13
311,15,2026-09-02 20:00:00,ios,9
312,16,2025-11-21 06:00:00,android,21
313,16,2025-11-13 19:00:00,android,12
314,16,2026-02-04 21:00:00,web,11
315,16,2026-04-01 21:00:00,ios,4
316,16,2025-08-26 22:00:00,web,32
317,16,2025-10-12 16:00:00,android,23
318,16,2026-03-09 22:00:00,web,14
319,16,2025-08-09 11:00:00,web,1
320,16,2026-08-17 18:00:00,ios,10
321,16,2026-06-14 21:00:00,smart_tv,11
322,16,2026-01-30 13:00:00,android,47
323,16,2025-04-26 16:00:00,smart_tv,9
324,16,2025-07-31 00:00:00,web,4
325,16,2026-05-08 04:00:00,android,26
326,16,2025-06-06 21:00:00,android,100
327,16,2025-06-09 06:00:00,web,25
328,16,2026-01-11 05:00:00,web,1
329,17,2026-03-01 21:00:00,ios,1
330,17,2026-02-11 04:00:00,smart_tv,5
331,17,2025-11-06 22:00:00,android,30
332,17,2026-03-06 06:00:00,smart_tv,50
333,17,2026-07-10 01:00:00,web,7
334,17,2026-04-07 14:00:00,android,12
335,17,2025-11-27 19:00:00,web,23
336,17,2026-07-20 07:00:00,android,24
337,17,2026-09-02 17:00:00,web,17
338,17,2026-04-23 07:00:00,ios,2
339,17,2026-06-24 22:00:00,ios,42
340,17,2026-03-02 22:00:00,android,1
341,17,2025-10-30 12:00:00,web,11
342,17,2026-04-22 13:00:00,ios,17
343,17,2026-03-15 17:00:00,android,3
344,18,2026-05-26 00:00:00,android,28
345,18,2026-08-23 08:00:00,smart_tv,27
346,18,2026-06-14 19:00:00,android,3
347,18,2026-08-27 14:00:00,web,1
348,18,2026-09-03 07:00:00,android,10
349,18,2026-08-09 22:00:00,android,16
350,18,2026-08-18 20:00:00,ios,6
351,18,2026-07-06 18:00:00,smart_tv,25
352,18,2026-07-28 23:00:00,web,7
353,18,2026-08-05 06:00:00,web,1
354,18,2026-08-27 23:00:00,android,22
355,18,2026-06-13 09:00:00,smart_tv,6
356,18,2026-07-16 05:00:00,web,12
357,19,2025-12-05 05:00:00,android,3
358,19,2026-01-24 23:00:00,android,10
359,19,2026-07-18 03:00:00,web,2
360,19,2026-05-09 01:00:00,smart_tv,15
361,19,2026-06-04 08:00:00,smart_tv,10
362,19,2026-08-08 08:00:00,smart_tv,51
363,19,2026-01-02 05:00:00,web,18
364,19,2026-08-23 08:00:00,web,2
365,19,2025-10-30 10:00:00,android,4
366,19,2026-06-23 22:00:00,smart_tv,13
367,19,2026-01-15 01:00:00,ios,16
368,19,2026-01-14 10:00:00,smart_tv,1
369,19,2026-08-29 01:00:00,ios,4
370,19,2026-03-31 15:00:00,android,30
371,19,2026-08-17 17:00:00,ios,1
372,19,2026-04-29 02:00:00,web,47
373,19,2026-04-08 16:00:00,android,10
374,19,2026-02-17 05:00:00,ios,33
375,20,2026-08-24 02:00:00,smart_tv,2
376,20,2026-08-22 05:00:00,ios,17
377,20,2026-08-11 17:00:00,web,1
378,20,2026-08-26 12:00:00,android,1
379,20,2026-06-30 11:00:00,smart_tv,25
380,20,2026-07-17 06:00:00,android,6
381,20,2026-07-31 10:00:00,android,1
382,20,2026-08-04 09:00:00,ios,5
383,20,2026-07-16 19:00:00,ios,1
384,20,2026-08-25 15:00:00,smart_tv,55
385,20,2026-08-29 20:00:00,ios,22
386,20,2026-06-20 03:00:00,web,12
387,20,2026-08-02 14:00:00,ios,23
388,20,2026-07-19 20:00:00,web,17
389,20,2026-09-05 19:00:00,web,28
390,20,2026-07-20 01:00:00,web,1
391,20,2026-07-30 12:00:00,web,1
392,20,2026-07-03 12:00:00,ios,13
393,20,2026-07-21 17:00:00,ios,4
394,20,2026-07-25 00:00:00,ios,27
395,20,2026-08-24 11:00:00,ios,25
396,20,2026-08-23 16:00:00,android,9
397,20,2026-08-15 15:00:00,web,41
398,20,2026-06-24 09:00:00,ios,45
399,20,2026-07-13 10:00:00,web,1
400,20,2026-08-23 02:00:00,android,6
401,20,2026-07-01 05:00:00,web,4
402,20,2026-08-26 17:00:00,ios,2
403,20,2026-06-19 20:00:00,web,18
404,20,2026-06-27 06:00:00,smart_tv,3
405,20,2026-09-07 06:00:00,android,19
406,20,2026-08-12 03:00:00,android,3
407,21,2026-04-10 17:00:00,smart_tv,30
408,21,2026-08-05 20:00:00,web,24
409,21,2026-01-31 23:00:00,android,5
410,21,2026-03-14 00:00:00,smart_tv,5
411,21,2026-08-18 22:00:00,web,4
412,21,2026-06-13 01:00:00,android,22
413,21,2026-02-08 02:00:00,smart_tv,20
414,21,2026-01-22 05:00:00,android,6
415,21,2026-05-03 17:00:00,android,3
416,21,2026-01-31 18:00:00,android,1
417,21,2026-04-21 08:00:00,android,74
418,21,2026-07-22 12:00:00,android,7
419,21,2026-08-13 20:00:00,smart_tv,2
420,21,2026-07-21 13:00:00,web,21
421,21,2026-06-05 00:00:00,web,2
422,21,2026-07-13 21:00:00,web,5
423,21,2026-02-24 17:00:00,ios,61
424,21,2025-12-29 20:00:00,android,17
425,22,2025-05-26 23:00:00,smart_tv,9
426,22,2025-05-08 22:00:00,android,20
427,22,2025-06-05 11:00:00,smart_tv,12
428,22,2026-08-19 03:00:00,web,9
429,22,2026-01-13 21:00:00,android,10
430,22,2026-01-25 19:00:00,ios,32
431,22,2025-06-19 09:00:00,smart_tv,11
432,22,2026-06-14 12:00:00,smart_tv,10
433,22,2026-05-01 21:00:00,smart_tv,1
434,22,2025-04-23 15:00:00,android,10
435,22,2025-08-30 17:00:00,ios,39
436,22,2025-11-03 04:00:00,web,10
437,22,2026-04-27 17:00:00,android,1
438,22,2026-01-19 20:00:00,smart_tv,9
439,22,2025-08-17 09:00:00,web,5
440,22,2026-04-09 00:00:00,android,30
441,22,2025-08-14 03:00:00,android,5
442,22,2025-05-04 00:00:00,ios,22
443,22,2026-04-30 17:00:00,ios,34
444,22,2025-06-18 09:00:00,smart_tv,1
445,22,2025-10-24 23:00:00,smart_tv,1
446,22,2026-03-10 06:00:00,smart_tv,12
447,23,2026-03-26 20:00:00,web,4
448,23,2026-05-16 04:00:00,ios,15
449,23,2025-11-17 05:00:00,android,30
450,23,2025-12-18 19:00:00,web,5
451,23,2026-01-03 06:00:00,ios,4
452,23,2025-10-24 05:00:00,web,17
453,23,2026-08-05 18:00:00,ios,3
454,23,2025-09-23 17:00:00,smart_tv,1
455,23,2026-04-20 20:00:00,web,10
456,23,2026-06-04 02:00:00,ios,11
457,23,2026-01-22 21:00:00,android,4
458,23,2025-09-30 08:00:00,android,15
459,23,2025-10-16 06:00:00,android,2
460,23,2026-09-02 18:00:00,smart_tv,14
461,23,2026-05-03 10:00:00,web,5
462,23,2026-02-25 04:00:00,android,1
463,23,2026-08-05 20:00:00,smart_tv,8
464,23,2025-12-25 03:00:00,web,4
465,23,2026-01-19 19:00:00,ios,7
466,23,2025-10-01 06:00:00,smart_tv,14
467,23,2026-02-05 15:00:00,web,9
468,23,2026-04-14 10:00:00,smart_tv,1
469,24,2026-08-09 21:00:00,android,2
470,24,2026-07-01 22:00:00,web,90
471,24,2026-08-05 04:00:00,web,23
472,24,2026-08-03 18:00:00,android,40
473,24,2026-07-08 10:00:00,android,94
474,24,2026-07-16 05:00:00,web,19
475,24,2026-05-23 10:00:00,android,7
476,24,2026-06-23 07:00:00,ios,55
477,24,2026-08-22 23:00:00,web,1
478,24,2026-08-13 13:00:00,web,15
479,24,2026-06-27 11:00:00,android,10
480,24,2026-06-09 21:00:00,web,15
481,24,2026-08-24 10:00:00,web,21
482,24,2026-07-23 14:00:00,web,8
483,24,2026-07-19 11:00:00,web,3
484,24,2026-08-30 09:00:00,ios,26
485,24,2026-07-24 17:00:00,smart_tv,13
486,24,2026-06-05 05:00:00,ios,1
487,24,2026-08-13 19:00:00,ios,9
488,24,2026-06-02 08:00:00,ios,39
489,24,2026-09-05 04:00:00,ios,4
490,24,2026-07-30 06:00:00,smart_tv,11
491,24,2026-06-25 23:00:00,android,6
492,25,2026-08-07 02:00:00,android,16
493,25,2026-09-02 02:00:00,ios,5
494,25,2026-03-04 16:00:00,ios,5
495,25,2026-08-08 00:00:00,ios,16
496,25,2026-07-26 18:00:00,smart_tv,1
497,25,2026-06-11 18:00:00,android,2
498,25,2026-04-23 01:00:00,web,33
499,25,2026-07-19 08:00:00,smart_tv,61
500,25,2026-07-17 17:00:00,web,1
501,25,2026-06-28 20:00:00,ios,20
502,25,2026-04-07 11:00:00,ios,4
503,25,2026-06-08 07:00:00,web,2
504,25,2026-07-28 23:00:00,android,31
505,25,2026-05-13 04:00:00,smart_tv,8
506,25,2026-06-26 16:00:00,web,3
507,25,2026-07-08 02:00:00,android,4
508,25,2026-06-09 11:00:00,ios,25
509,25,2026-07-06 00:00:00,smart_tv,19
510,25,2026-08-16 07:00:00,smart_tv,27
511,25,2026-08-04 21:00:00,web,14
512,25,2026-04-11 16:00:00,android,11
513,25,2026-04-04 14:00:00,web,17
514,26,2026-03-17 05:00:00,android,1
515,26,2026-03-10 23:00:00,web,7
516,26,2026-08-30 11:00:00,android,1
517,26,2026-01-15 07:00:00,smart_tv,1
518,26,2026-09-01 07:00:00,web,25
519,26,2026-01-27 08:00:00,android,11
520,26,2026-07-03 07:00:00,android,13
521,26,2026-01-16 21:00:00,smart_tv,50
522,26,2026-04-10 16:00:00,android,19
523,26,2026-06-28 12:00:00,web,27
524,26,2026-08-23 14:00:00,smart_tv,20
525,26,2026-01-18 01:00:00,android,33
526,26,2026-06-09 03:00:00,ios,6
527,26,2026-05-15 23:00:00,web,17
528,26,2026-05-09 18:00:00,ios,16
529,26,2026-03-25 12:00:00,android,14
530,26,2026-07-07 11:00:00,web,14
531,26,2026-02-03 16:00:00,smart_tv,6
532,26,2026-05-03 12:00:00,android,25
533,26,2026-04-19 16:00:00,android,5
534,26,2026-07-21 11:00:00,android,22
535,26,2026-06-20 15:00:00,ios,16
536,26,2026-08-29 19:00:00,ios,1
537,26,2025-12-29 16:00:00,android,10
538,26,2026-03-07 14:00:00,smart_tv,5
539,26,2026-03-20 07:00:00,android,1
540,27,2025-10-01 16:00:00,android,13
541,27,2026-07-18 08:00:00,web,23
542,27,2025-12-09 04:00:00,web,2
543,27,2025-11-26 05:00:00,ios,14
544,27,2026-02-24 19:00:00,android,36
545,27,2026-08-25 03:00:00,android,1
546,27,2026-07-27 07:00:00,ios,21
547,27,2026-03-23 10:00:00,smart_tv,3
548,27,2026-08-26 03:00:00,smart_tv,2
549,27,2026-04-26 21:00:00,android,4
550,27,2026-04-25 15:00:00,web,2
551,27,2025-12-08 18:00:00,android,6
552,27,2025-11-13 20:00:00,android,21
553,27,2026-03-21 00:00:00,web,36
554,27,2025-12-25 01:00:00,android,7
555,27,2025-10-27 18:00:00,ios,1
556,27,2026-06-22 05:00:00,ios,5
557,27,2025-10-30 20:00:00,ios,1
558,27,2026-05-12 01:00:00,web,4
559,28,2026-08-12 04:00:00,ios,3
560,28,2025-11-20 05:00:00,smart_tv,16
561,28,2026-03-04 05:00:00,android,14
562,28,2026-07-14 12:00:00,smart_tv,51
563,28,2026-08-25 18:00:00,ios,17
564,28,2025-11-01 23:00:00,smart_tv,16
565,28,2026-03-17 02:00:00,android,9
566,28,2026-02-10 14:00:00,web,5
567,28,2026-08-29 15:00:00,ios,6
568,28,2026-06-26 05:00:00,web,1
569,28,2026-02-12 13:00:00,ios,10
570,28,2026-08-26 04:00:00,android,2
571,28,2026-08-17 05:00:00,ios,9
572,28,2026-09-07 21:00:00,android,3
573,28,2026-07-11 08:00:00,android,11
574,28,2026-01-16 23:00:00,smart_tv,38
575,28,2026-04-16 14:00:00,android,2
576,28,2026-08-24 18:00:00,smart_tv,15
577,28,2025-11-27 07:00:00,ios,3
578,28,2026-05-04 12:00:00,smart_tv,17
579,28,2025-12-29 03:00:00,web,1
580,28,2025-10-31 06:00:00,android,1
581,28,2026-07-17 16:00:00,android,8
582,28,2026-05-25 04:00:00,smart_tv,12
583,28,2026-08-29 03:00:00,android,8
584,28,2026-01-21 15:00:00,android,2
585,28,2026-09-02 19:00:00,smart_tv,1
586,29,2026-03-05 17:00:00,ios,17
587,29,2026-07-02 03:00:00,web,32
588,29,2026-03-19 15:00:00,ios,1
589,29,2026-08-11 04:00:00,web,29
590,29,2026-07-28 17:00:00,ios,7
591,29,2026-02-24 21:00:00,smart_tv,10
592,29,2026-08-09 13:00:00,ios,8
593,29,2026-07-07 13:00:00,web,12
594,29,2026-05-29 01:00:00,ios,41
595,29,2026-08-21 16:00:00,ios,42
596,29,2026-06-13 07:00:00,android,31
597,29,2026-06-27 12:00:00,android,14
598,29,2026-05-24 18:00:00,smart_tv,1
599,29,2026-09-01 22:00:00,android,4
600,29,2026-07-21 03:00:00,android,15
601,29,2026-06-12 04:00:00,ios,6
602,29,2026-04-30 15:00:00,ios,19
603,29,2026-04-24 02:00:00,android,17
604,29,2026-05-07 19:00:00,smart_tv,14
605,30,2026-04-03 13:00:00,web,30
606,30,2025-11-07 06:00:00,ios,1
607,30,2025-07-01 22:00:00,android,12
608,30,2026-07-14 00:00:00,ios,4
609,30,2026-04-20 16:00:00,ios,1
610,30,2025-08-28 16:00:00,android,3
611,30,2025-07-02 12:00:00,smart_tv,8
612,30,2026-05-30 06:00:00,android,50
613,30,2026-06-16 10:00:00,android,1
614,30,2026-01-24 11:00:00,ios,23
615,30,2025-08-22 04:00:00,ios,66
616,30,2026-02-02 20:00:00,android,50
617,30,2026-04-24 08:00:00,smart_tv,19
618,30,2025-11-09 17:00:00,web,1
619,30,2026-01-31 18:00:00,smart_tv,22
620,30,2026-01-02 19:00:00,ios,7
621,31,2025-11-07 21:00:00,ios,8
622,31,2026-01-08 06:00:00,smart_tv,8
623,31,2026-01-16 17:00:00,android,35
624,31,2026-07-25 17:00:00,web,25
625,31,2026-02-21 05:00:00,android,1
626,31,2025-12-25 17:00:00,ios,1
627,31,2026-03-30 15:00:00,smart_tv,19
628,31,2025-10-26 09:00:00,web,39
629,31,2026-04-10 11:00:00,ios,5
