transaction_id,subscription_id,user_id,transaction_timestamp,amount,status,failure_reason
50,70,1217,2025-10-01 00:00:00,199,success,
51,69,1246,2026-09-05 00:00:00,999,success,
52,80,676,2025-11-06 00:00:00,199,success,
53,124,420,2026-09-06 00:00:00,199,success,
54,76,967,2026-09-08 00:00:00,299,success,
55,224,1436,2025-08-04 00:00:00,199,failed,expired_card
56,270,37,2025-06-26 00:00:00,299,success,
57,97,10,2025-05-14 00:00:00,999,success,
58,67,1220,2026-01-26 00:00:00,99,success,
59,127,1075,2026-05-20 00:00:00,99,success,
60,139,413,2026-09-05 00:00:00,299,success,
61,146,1429,2026-04-04 00:00:00,99,success,
62,83,1538,2026-09-08 00:00:00,99,success,
63,1,759,2026-09-08 00:00:00,299,success,
64,54,1414,2026-01-27 00:00:00,199,success,
65,267,1205,2026-06-07 00:00:00,999,success,
66,128,1356,2026-06-18 00:00:00,299,success,
67,251,1528,2026-09-07 00:00:00,999,success,
68,261,735,2026-01-29 00:00:00,99,failed,expired_card
69,37,137,2026-03-13 00:00:00,199,failed,insufficient_funds
70,38,864,2026-09-05 00:00:00,999,success,
71,166,1177,2025-09-19 00:00:00,299,success,
72,238,1495,2025-10-21 00:00:00,199,success,
73,172,1292,2026-02-11 00:00:00,199,failed,insufficient_funds
74,52,183,2025-08-02 00:00:00,299,success,
75,134,1410,2026-04-22 00:00:00,299,success,
76,33,1514,2026-02-07 00:00:00,99,success,
77,184,950,2026-01-26 00:00:00,299,success,
78,35,287,2025-10-13 00:00:00,299,success,
79,175,626,2026-01-27 00:00:00,299,success,
80,177,542,2025-09-13 00:00:00,299,success,
81,208,21,2026-06-13 00:00:00,999,success,
82,33,1514,2026-09-05 00:00:00,99,success,
83,204,1722,2026-06-26 00:00:00,99,failed,insufficient_funds
84,49,362,2026-09-08 00:00:00,299,success,
85,199,1218,2026-09-08 00:00:00,299,success,
86,119,1186,2025-07-27 00:00:00,299,success,
87,131,700,2025-10-06 00:00:00,999,failed,insufficient_funds
88,47,1112,2026-06-24 00:00:00,199,success,
89,35,287,2025-07-25 00:00:00,299,success,
90,185,707,2025-12-14 00:00:00,299,success,
91,24,666,2025-08-10 00:00:00,299,success,
92,221,1247,2025-09-23 00:00:00,99,success,
93,100,320,2025-12-13 00:00:00,199,success,
94,25,518,2026-07-15 00:00:00,199,success,
95,1,759,2026-09-08 00:00:00,299,success,
96,20,1087,2026-09-06 00:00:00,999,success,
97,25,518,2026-09-07 00:00:00,199,success,
98,206,205,2025-10-14 00:00:00,99,success,
99,280,982,2026-09-05 00:00:00,999,success,
100,174,837,2026-06-28 00:00:00,199,success,
101,122,1192,2026-09-07 00:00:00,299,success,
102,182,1044,2026-06-23 00:00:00,299,success,
103,152,1655,2026-09-07 00:00:00,299,success,
104,203,1242,2026-03-21 00:00:00,999,success,
105,262,1568,2025-12-04 00:00:00,999,success,
106,101,1145,2025-12-23 00:00:00,199,success,
107,276,1046,2026-06-22 00:00:00,199,success,
108,27,782,2026-05-04 00:00:00,299,success,
109,221,1247,2025-12-29 00:00:00,99,success,
110,59,426,2025-12-09 00:00:00,999,success,
111,137,1764,2025-11-04 00:00:00,999,success,
112,2,786,2025-07-10 00:00:00,99,success,
113,278,857,2025-08-20 00:00:00,299,success,
114,219,1589,2026-06-30 00:00:00,299,success,
115,118,1150,2026-04-15 00:00:00,999,success,
116,6,862,2026-04-02 00:00:00,999,success,
117,209,476,2026-03-19 00:00:00,299,success,
118,243,1226,2025-11-29 00:00:00,99,success,
119,108,86,2026-06-27 00:00:00,99,success,
120,44,1777,2025-12-16 00:00:00,199,success,
121,85,400,2026-08-14 00:00:00,99,success,
122,179,322,2026-06-07 00:00:00,199,success,
123,121,841,2026-08-29 00:00:00,199,success,
124,54,1414,2025-12-21 00:00:00,199,success,
125,253,1249,2026-09-08 00:00:00,299,success,
126,257,1550,2026-09-08 00:00:00,99,success,
127,236,1760,2025-12-18 00:00:00,199,success,
128,135,1725,2025-10-08 00:00:00,999,success,
129,58,1488,2026-05-15 00:00:00,299,success,
130,234,38,2026-09-07 00:00:00,299,success,
131,171,187,2026-06-19 00:00:00,99,success,
132,195,1623,2026-04-03 00:00:00,999,success,
133,92,1253,2026-09-07 00:00:00,999,success,
134,71,825,2026-04-29 00:00:00,199,success,
135,118,1150,2026-07-22 00:00:00,999,success,
136,213,1306,2026-02-08 00:00:00,99,success,
137,63,1675,2026-06-28 00:00:00,99,success,
138,243,1226,2026-02-22 00:00:00,99,success,
139,168,922,2025-06-15 00:00:00,999,success,
140,158,1175,2026-09-06 00:00:00,99,success,
141,261,735,2026-03-07 00:00:00,99,success,
142,201,42,2026-07-29 00:00:00,299,failed,expired_card
143,240,1029,2026-09-07 00:00:00,99,success,
144,11,1513,2025-09-25 00:00:00,99,success,
145,228,804,2025-12-25 00:00:00,999,failed,insufficient_funds
146,241,1135,2026-01-18 00:00:00,999,success,
147,13,743,2026-09-06 00:00:00,999,success,
148,265,1423,2026-01-05 00:00:00,999,success,
149,134,1410,2026-05-06 00:00:00,299,success,
150,43,1750,2025-04-19 00:00:00,199,success,
151,105,1581,2026-08-21 00:00:00,99,failed,card_declined
152,81,604,2026-04-10 00:00:00,999,success,
153,69,1246,2026-08-19 00:00:00,999,success,
154,211,461,2026-08-07 00:00:00,199,success,
155,154,1049,2026-04-10 00:00:00,199,success,
156,136,1468,2025-09-29 00:00:00,299,success,
157,177,542,2025-05-17 00:00:00,299,success,
158,38,864,2026-09-08 00:00:00,999,success,
159,196,136,2026-08-03 00:00:00,999,success,
160,137,1764,2025-10-06 00:00:00,999,success,
161,80,676,2025-09-03 00:00:00,199,success,
162,182,1044,2026-03-15 00:00:00,299,failed,insufficient_funds
163,2,786,2025-06-30 00:00:00,99,success,
164,223,1092,2026-09-05 00:00:00,299,success,
165,186,1109,2026-06-26 00:00:00,199,success,
166,132,117,2026-09-02 00:00:00,299,success,
167,69,1246,2026-09-06 00:00:00,999,success,
168,68,375,2026-09-07 00:00:00,199,success,
169,83,1538,2026-09-06 00:00:00,99,success,
170,6,862,2026-05-15 00:00:00,999,success,
171,186,1109,2026-09-05 00:00:00,199,success,
172,202,363,2026-08-18 00:00:00,299,failed,expired_card
173,137,1764,2026-03-28 00:00:00,999,success,
174,153,823,2026-09-05 00:00:00,199,success,
175,50,1613,2026-09-07 00:00:00,299,success,
176,231,1602,2026-06-20 00:00:00,99,failed,expired_card
177,166,1177,2026-03-22 00:00:00,299,success,
178,42,1352,2026-09-06 00:00:00,299,success,
179,98,1259,2025-07-20 00:00:00,199,failed,card_declined
180,95,1703,2026-05-13 00:00:00,999,success,
181,174,837,2026-06-13 00:00:00,199,success,
182,175,626,2026-09-08 00:00:00,299,success,
183,272,1632,2025-12-30 00:00:00,999,failed,expired_card
184,160,1073,2026-09-08 00:00:00,99,success,
185,90,1719,2026-01-02 00:00:00,299,failed,insufficient_funds
186,146,1429,2026-01-25 00:00:00,99,success,
187,203,1242,2025-12-18 00:00:00,999,success,
188,95,1703,2026-09-06 00:00:00,999,success,
189,256,1664,2026-02-23 00:00:00,99,success,
190,119,1186,2025-06-21 00:00:00,299,success,
191,74,618,2026-07-15 00:00:00,299,success,
192,176,1,2025-10-24 00:00:00,199,success,
193,174,837,2026-05-02 00:00:00,199,success,
194,51,207,2025-07-09 00:00:00,299,success,
195,96,549,2026-09-07 00:00:00,999,success,
196,224,1436,2025-11-10 00:00:00,199,success,
197,198,963,2025-10-31 00:00:00,99,success,
198,51,207,2025-11-26 00:00:00,299,success,
199,21,1367,2025-09-22 00:00:00,199,success,
200,170,1696,2026-09-07 00:00:00,299,success,
201,77,1680,2025-08-01 00:00:00,999,success,
202,208,21,2026-09-06 00:00:00,999,success,
203,10,1503,2026-09-05 00:00:00,99,success,
204,12,1368,2026-03-28 00:00:00,99,success,
205,106,933,2026-03-23 00:00:00,299,success,
206,20,1087,2026-09-07 00:00:00,999,failed,expired_card
207,228,804,2026-08-13 00:00:00,999,success,
208,249,1559,2026-05-31 00:00:00,199,success,
209,267,1205,2026-06-14 00:00:00,999,success,
210,256,1664,2026-08-25 00:00:00,99,success,
211,109,1207,2025-08-14 00:00:00,199,success,
212,160,1073,2026-09-07 00:00:00,99,success,
213,121,841,2026-09-07 00:00:00,199,success,
214,264,462,2026-09-05 00:00:00,999,success,
215,249,1559,2026-08-18 00:00:00,199,success,
216,67,1220,2026-06-01 00:00:00,99,success,
217,159,1638,2026-06-22 00:00:00,299,success,
218,195,1623,2026-05-28 00:00:00,999,success,
219,84,91,2025-12-08 00:00:00,999,success,
220,278,857,2026-02-06 00:00:00,299,success,
221,140,158,2026-01-17 00:00:00,999,success,
222,137,1764,2025-10-31 00:00:00,999,success,
223,199,1218,2026-09-05 00:00:00,299,success,
224,50,1613,2026-09-06 00:00:00,299,success,
225,59,426,2026-02-16 00:00:00,999,success,
226,79,1672,2026-09-08 00:00:00,299,success,
227,18,1123,2025-10-04 00:00:00,299,success,
228,67,1220,2025-10-14 00:00:00,99,success,
229,252,74,2026-09-08 00:00:00,199,success,
230,96,549,2026-09-08 00:00:00,999,success,
231,269,1219,2026-09-08 00:00:00,199,success,
232,124,420,2026-09-06 00:00:00,199,success,
233,252,74,2026-08-22 00:00:00,199,success,
234,113,120,2026-05-01 00:00:00,199,success,
235,124,420,2026-09-05 00:00:00,199,success,
236,182,1044,2026-05-24 00:00:00,299,success,
237,266,44,2026-05-22 00:00:00,99,success,
238,192,1028,2025-11-20 00:00:00,99,success,
239,47,1112,2026-05-17 00:00:00,199,success,
240,182,1044,2026-07-24 00:00:00,299,success,
241,261,735,2026-08-27 00:00:00,99,success,
242,249,1559,2026-09-05 00:00:00,199,success,
243,94,1126,2025-09-21 00:00:00,299,success,
244,114,643,2025-11-12 00:00:00,299,success,
245,88,185,2026-09-06 00:00:00,99,success,
246,107,566,2026-04-09 00:00:00,999,success,
247,108,86,2026-05-09 00:00:00,99,success,
248,46,535,2026-07-31 00:00:00,199,success,
249,128,1356,2026-07-18 00:00:00,299,failed,expired_card
250,128,1356,2026-09-07 00:00:00,299,success,
251,9,1492,2025-09-24 00:00:00,299,success,
252,10,1503,2026-09-07 00:00:00,99,success,
253,27,782,2026-09-06 00:00:00,299,success,
254,246,250,2025-05-29 00:00:00,999,success,
255,266,44,2026-07-11 00:00:00,99,success,
256,231,1602,2026-04-13 00:00:00,99,success,
257,135,1725,2025-09-04 00:00:00,999,success,
258,208,21,2026-05-08 00:00:00,999,success,
259,232,942,2026-01-14 00:00:00,99,success,
260,277,1072,2025-11-19 00:00:00,99,success,
261,183,394,2026-07-28 00:00:00,299,success,
262,1,759,2026-08-26 00:00:00,299,success,
263,223,1092,2026-09-07 00:00:00,299,success,
264,227,47,2025-11-12 00:00:00,199,success,
265,113,120,2025-07-23 00:00:00,199,success,
266,254,406,2026-05-31 00:00:00,299,success,
267,95,1703,2026-07-17 00:00:00,999,success,
268,23,1324,2025-12-31 00:00:00,99,success,
269,231,1602,2026-08-17 00:00:00,99,success,
270,200,1524,2025-12-20 00:00:00,999,success,
271,45,109,2026-09-05 00:00:00,299,success,
272,241,1135,2026-04-23 00:00:00,999,success,
273,207,1099,2026-05-16 00:00:00,999,success,
274,98,1259,2026-02-28 00:00:00,199,success,
275,174,837,2026-08-20 00:00:00,199,success,
276,118,1150,2026-09-06 00:00:00,999,failed,insufficient_funds
277,186,1109,2026-09-08 00:00:00,199,success,
278,248,353,2025-08-02 00:00:00,99,success,
279,186,1109,2026-09-04 00:00:00,199,success,
280,263,874,2026-05-27 00:00:00,199,failed,expired_card
281,241,1135,2026-03-10 00:00:00,999,success,
282,254,406,2026-09-06 00:00:00,299,success,
283,226,783,2026-04-23 00:00:00,299,success,
284,122,1192,2026-09-05 00:00:00,299,success,
285,220,173,2026-06-25 00:00:00,999,success,
286,157,389,2026-04-16 00:00:00,199,failed,card_declined
287,4,1684,2025-08-09 00:00:00,299,success,
288,183,394,2026-09-08 00:00:00,299,success,
289,178,1519,2026-01-22 00:00:00,199,success,
290,262,1568,2025-10-30 00:00:00,999,success,
291,140,158,2025-12-21 00:00:00,999,failed,insufficient_funds
292,35,287,2025-11-05 00:00:00,299,success,
293,258,1172,2026-05-29 00:00:00,99,success,
294,249,1559,2026-08-15 00:00:00,199,success,
295,126,1308,2026-09-06 00:00:00,999,success,
296,271,873,2026-09-08 00:00:00,99,success,
297,139,413,2026-09-02 00:00:00,299,success,
298,196,136,2026-04-26 00:00:00,999,success,
299,253,1249,2026-09-07 00:00:00,299,success,
300,97,10,2025-07-05 00:00:00,999,success,
301,101,1145,2025-12-22 00:00:00,199,success,
302,208,21,2026-01-09 00:00:00,999,success,
303,258,1172,2026-04-08 00:00:00,99,success,
304,120,175,2026-05-01 00:00:00,199,failed,card_declined
305,215,494,2026-04-30 00:00:00,99,success,
306,134,1410,2026-02-20 00:00:00,299,success,
307,6,862,2026-09-08 00:00:00,999,success,
308,81,604,2026-09-06 00:00:00,999,success,
309,167,1225,2026-09-07 00:00:00,199,success,
310,86,1059,2026-03-05 00:00:00,299,success,
311,66,230,2026-07-12 00:00:00,999,success,
312,136,1468,2025-09-09 00:00:00,299,success,
313,161,167,2026-01-02 00:00:00,199,success,
314,173,552,2026-09-08 00:00:00,299,success,
315,126,1308,2026-09-05 00:00:00,999,success,
316,58,1488,2026-04-10 00:00:00,299,success,
317,150,836,2026-08-11 00:00:00,199,success,
318,242,753,2025-07-11 00:00:00,99,failed,insufficient_funds
319,47,1112,2026-09-08 00:00:00,199,success,
320,15,303,2025-06-13 00:00:00,199,success,
321,197,1113,2026-02-27 00:00:00,99,success,
322,260,571,2026-05-14 00:00:00,199,success,
323,134,1410,2026-04-02 00:00:00,299,success,
324,96,549,2026-09-05 00:00:00,999,success,
325,17,399,2026-04-13 00:00:00,199,success,
326,140,158,2025-12-18 00:00:00,999,success,
327,26,156,2026-09-08 00:00:00,199,success,
328,46,535,2026-09-05 00:00:00,199,success,
329,220,173,2026-01-09 00:00:00,999,success,
330,31,1081,2026-01-26 00:00:00,99,success,
331,27,782,2026-08-02 00:00:00,299,failed,expired_card
332,238,1495,2026-04-04 00:00:00,199,success,
333,28,551,2026-03-19 00:00:00,299,success,
334,111,1222,2026-05-12 00:00:00,199,success,
335,195,1623,2026-08-02 00:00:00,999,success,
336,4,1684,2025-07-12 00:00:00,299,failed,insufficient_funds
337,61,1413,2025-12-08 00:00:00,299,success,
338,14,934,2026-07-08 00:00:00,999,success,
339,23,1324,2026-03-27 00:00:00,99,success,
340,78,1633,2025-08-31 00:00:00,299,success,
341,170,1696,2026-07-24 00:00:00,299,success,
342,144,1134,2026-09-05 00:00:00,299,success,
343,255,380,2025-11-13 00:00:00,999,success,
344,71,825,2026-09-05 00:00:00,199,success,
345,111,1222,2026-09-05 00:00:00,199,success,
346,137,1764,2025-07-25 00:00:00,999,failed,insufficient_funds
347,31,1081,2025-06-17 00:00:00,99,success,
348,10,1503,2026-09-06 00:00:00,99,success,
349,88,185,2026-08-07 00:00:00,99,success,
350,5,1084,2026-07-21 00:00:00,199,success,
351,16,553,2026-05-11 00:00:00,999,success,
352,115,573,2026-06-12 00:00:00,299,failed,card_declined
353,219,1589,2026-09-03 00:00:00,299,success,
354,251,1528,2026-09-08 00:00:00,999,success,
355,2,786,2025-09-22 00:00:00,99,success,
356,258,1172,2026-06-17 00:00:00,99,success,
357,58,1488,2026-09-06 00:00:00,299,success,
358,249,1559,2026-08-27 00:00:00,199,success,
359,61,1413,2025-10-21 00:00:00,299,success,
360,253,1249,2026-09-05 00:00:00,299,success,
361,103,466,2026-09-08 00:00:00,199,success,
362,208,21,2026-02-25 00:00:00,999,success,
363,182,1044,2026-01-29 00:00:00,299,success,
364,64,1007,2026-02-24 00:00:00,999,success,
365,50,1613,2026-09-07 00:00:00,299,success,
366,277,1072,2025-11-13 00:00:00,99,success,
367,25,518,2026-09-05 00:00:00,199,success,
368,250,1149,2025-09-04 00:00:00,999,success,
369,213,1306,2026-07-26 00:00:00,99,success,
370,90,1719,2026-02-14 00:00:00,299,success,
371,13,743,2026-09-07 00:00:00,999,success,
372,136,1468,2026-04-12 00:00:00,299,failed,card_declined
373,95,1703,2026-05-23 00:00:00,999,success,
374,82,1206,2026-09-06 00:00:00,99,success,
375,153,823,2026-08-04 00:00:00,199,success,
376,81,604,2026-09-06 00:00:00,999,success,
377,37,137,2026-02-22 00:00:00,199,success,
378,171,187,2026-09-05 00:00:00,99,success,
379,229,1636,2026-09-08 00:00:00,299,success,
380,260,571,2026-06-10 00:00:00,199,success,
381,21,1367,2025-09-03 00:00:00,199,success,
382,101,1145,2025-11-26 00:00:00,199,success,
383,242,753,2026-01-04 00:00:00,99,success,
384,152,1655,2026-09-05 00:00:00,299,success,
385,241,1135,2026-01-31 00:00:00,999,success,
386,174,837,2026-07-17 00:00:00,199,failed,insufficient_funds
387,137,1764,2026-02-10 00:00:00,999,failed,insufficient_funds
388,210,69,2026-09-06 00:00:00,99,failed,card_declined
389,215,494,2026-09-08 00:00:00,99,success,
390,37,137,2026-03-31 00:00:00,199,success,
391,182,1044,2025-12-09 00:00:00,299,success,
392,219,1589,2026-09-07 00:00:00,299,success,
393,16,553,2026-02-20 00:00:00,999,failed,card_declined
394,158,1175,2026-09-07 00:00:00,99,success,
395,212,1594,2026-09-08 00:00:00,999,success,
396,201,42,2026-08-05 00:00:00,299,success,
397,209,476,2025-06-09 00:00:00,299,success,
398,207,1099,2026-02-27 00:00:00,999,success,
399,218,733,2025-10-03 00:00:00,299,success,
400,209,476,2026-03-10 00:00:00,299,success,
401,257,1550,2026-06-06 00:00:00,99,success,
402,193,329,2026-06-09 00:00:00,199,success,
403,24,666,2026-04-07 00:00:00,299,success,
404,33,1514,2026-08-29 00:00:00,99,failed,card_declined
405,81,604,2026-07-07 00:00:00,999,success,
406,219,1589,2025-12-30 00:00:00,299,success,
407,260,571,2026-04-03 00:00:00,199,failed,insufficient_funds
408,108,86,2026-07-07 00:00:00,99,success,
409,214,1484,2026-09-05 00:00:00,299,success,
410,179,322,2026-05-21 00:00:00,199,success,
411,69,1246,2026-08-28 00:00:00,999,success,
412,30,337,2026-03-30 00:00:00,299,success,
413,169,299,2025-11-16 00:00:00,99,success,
414,171,187,2026-06-03 00:00:00,99,success,
415,263,874,2026-01-18 00:00:00,199,success,
416,158,1175,2026-09-05 00:00:00,99,success,
417,260,571,2026-08-04 00:00:00,199,success,
418,275,1754,2026-02-22 00:00:00,299,success,
419,269,1219,2026-09-06 00:00:00,199,success,
420,8,939,2025-06-05 00:00:00,99,success,
421,167,1225,2026-09-06 00:00:00,199,failed,expired_card
422,206,205,2026-04-01 00:00:00,99,success,
423,253,1249,2026-08-15 00:00:00,299,success,
424,247,853,2026-07-24 00:00:00,299,success,
425,63,1675,2026-04-05 00:00:00,99,failed,expired_card
426,252,74,2026-07-21 00:00:00,199,success,
427,224,1436,2026-01-07 00:00:00,199,success,
428,36,1143,2025-08-12 00:00:00,199,success,
429,197,1113,2026-09-06 00:00:00,99,success,
430,1,759,2026-06-25 00:00:00,299,success,
431,41,893,2026-03-01 00:00:00,199,success,
432,103,466,2026-09-05 00:00:00,199,success,
433,125,1753,2026-01-01 00:00:00,999,success,
434,223,1092,2026-07-27 00:00:00,299,success,
435,148,621,2026-08-13 00:00:00,99,success,
436,202,363,2026-09-07 00:00:00,299,success,
437,268,603,2026-09-07 00:00:00,299,success,
438,239,1608,2026-09-05 00:00:00,199,success,
439,257,1550,2026-02-04 00:00:00,99,success,
440,232,942,2026-01-17 00:00:00,99,success,
441,92,1253,2026-09-06 00:00:00,999,failed,insufficient_funds
442,173,552,2026-09-06 00:00:00,299,success,
443,125,1753,2025-08-02 00:00:00,999,success,
444,245,882,2025-07-17 00:00:00,999,success,
445,231,1602,2026-02-07 00:00:00,99,success,
446,166,1177,2026-05-22 00:00:00,299,success,
447,278,857,2026-04-23 00:00:00,299,success,
448,249,1559,2026-08-17 00:00:00,199,success,
449,75,1479,2026-01-17 00:00:00,99,success,
450,215,494,2026-09-08 00:00:00,99,success,
451,166,1177,2026-04-03 00:00:00,299,failed,expired_card
452,272,1632,2026-02-05 00:00:00,999,success,
453,120,175,2026-08-03 00:00:00,199,success,
454,85,400,2026-08-01 00:00:00,99,success,
455,131,700,2026-02-08 00:00:00,999,success,
456,145,397,2026-08-05 00:00:00,999,success,
457,140,158,2025-10-09 00:00:00,999,success,
458,217,913,2026-04-04 00:00:00,99,success,
459,26,156,2025-12-01 00:00:00,199,success,
460,107,566,2026-05-19 00:00:00,999,success,
461,49,362,2026-09-06 00:00:00,299,success,
462,250,1149,2026-03-26 00:00:00,999,success,
463,109,1207,2025-12-02 00:00:00,199,failed,expired_card
464,12,1368,2025-09-28 00:00:00,99,success,
465,74,618,2026-06-09 00:00:00,299,success,
466,200,1524,2025-10-18 00:00:00,999,success,
467,275,1754,2026-06-30 00:00:00,299,success,
468,173,552,2026-09-06 00:00:00,299,success,
469,63,1675,2025-12-27 00:00:00,99,success,
470,144,1134,2026-09-05 00:00:00,299,success,
471,225,855,2026-08-09 00:00:00,199,success,
472,99,382,2025-04-08 00:00:00,99,success,
473,7,1434,2025-07-30 00:00:00,99,success,
474,242,753,2026-01-04 00:00:00,99,success,
475,92,1253,2026-05-29 00:00:00,999,success,
476,126,1308,2026-09-05 00:00:00,999,success,
477,160,1073,2026-09-05 00:00:00,99,success,
478,200,1524,2025-06-27 00:00:00,999,success,
479,110,249,2025-12-30 00:00:00,999,success,
480,70,1217,2025-11-07 00:00:00,199,success,
481,256,1664,2026-05-04 00:00:00,99,success,
482,178,1519,2026-08-30 00:00:00,199,success,
483,94,1126,2026-03-22 00:00:00,299,success,
484,174,837,2026-09-08 00:00:00,199,success,
485,216,23,2026-03-29 00:00:00,99,success,
486,140,158,2025-07-14 00:00:00,999,success,
487,270,37,2025-10-11 00:00:00,299,success,
488,173,552,2026-09-08 00:00:00,299,failed,card_declined
489,139,413,2026-09-07 00:00:00,299,success,
490,254,406,2026-09-07 00:00:00,299,success,
491,204,1722,2026-09-06 00:00:00,99,success,
492,49,362,2026-08-03 00:00:00,299,success,
493,255,380,2025-07-07 00:00:00,999,success,
494,33,1514,2026-06-06 00:00:00,99,success,
495,75,1479,2025-07-29 00:00:00,99,success,
496,203,1242,2025-11-10 00:00:00,999,success,
497,252,74,2026-09-05 00:00:00,199,success,
498,64,1007,2026-04-03 00:00:00,999,success,
499,163,269,2025-10-08 00:00:00,199,success,
500,223,1092,2026-09-05 00:00:00,299,success,
501,111,1222,2026-09-08 00:00:00,199,success,
502,210,69,2026-09-07 00:00:00,99,success,
503,192,1028,2025-12-29 00:00:00,99,success,
504,86,1059,2025-09-01 00:00:00,299,failed,expired_card
505,106,933,2026-02-16 00:00:00,299,success,
506,175,626,2026-05-18 00:00:00,299,success,
507,258,1172,2026-02-24 00:00:00,99,success,
508,222,572,2026-09-06 00:00:00,299,success,
509,212,1594,2026-09-06 00:00:00,999,success,
510,236,1760,2026-01-05 00:00:00,199,success,
511,33,1514,2026-09-06 00:00:00,99,success,
512,100,320,2025-11-27 00:00:00,199,success,
513,11,1513,2025-11-20 00:00:00,99,success,
514,241,1135,2026-03-17 00:00:00,999,success,
515,55,1054,2026-05-05 00:00:00,299,success,
516,211,461,2026-09-05 00:00:00,199,success,
517,225,855,2026-09-08 00:00:00,199,success,
518,166,1177,2026-02-07 00:00:00,299,success,
519,99,382,2025-05-16 00:00:00,99,success,
520,3,1797,2026-09-05 00:00:00,199,success,
521,83,1538,2026-09-05 00:00:00,99,success,
522,117,1289,2026-06-20 00:00:00,999,success,
523,18,1123,2026-05-27 00:00:00,299,success,
524,178,1519,2026-07-10 00:00:00,199,success,
525,174,837,2026-09-07 00:00:00,199,success,
526,199,1218,2026-09-05 00:00:00,299,success,
527,161,167,2025-09-28 00:00:00,199,success,
528,82,1206,2026-06-29 00:00:00,99,success,
529,271,873,2026-09-06 00:00:00,99,success,
530,264,462,2026-07-05 00:00:00,999,success,
531,182,1044,2026-07-26 00:00:00,299,success,
532,71,825,2026-07-10 00:00:00,199,failed,insufficient_funds
533,193,329,2026-08-28 00:00:00,199,success,
534,158,1175,2026-09-05 00:00:00,99,success,
535,28,551,2026-01-05 00:00:00,299,success,
536,244,174,2026-09-07 00:00:00,99,success,
537,176,1,2025-11-05 00:00:00,199,success,
538,76,967,2026-09-05 00:00:00,299,failed,card_declined
539,157,389,2026-09-06 00:00:00,199,success,
540,170,1696,2026-08-17 00:00:00,299,success,
541,22,712,2026-09-07 00:00:00,299,failed,expired_card
542,171,187,2026-09-06 00:00:00,99,success,
543,280,982,2026-09-07 00:00:00,999,success,
544,16,553,2025-12-04 00:00:00,999,success,
545,256,1664,2026-05-24 00:00:00,99,success,
546,40,777,2025-07-09 00:00:00,999,success,
547,184,950,2026-03-11 00:00:00,299,success,
548,76,967,2026-09-05 00:00:00,299,success,
549,84,91,2025-11-23 00:00:00,999,success,
550,26,156,2026-06-06 00:00:00,199,success,
551,43,1750,2025-08-12 00:00:00,199,success,
552,133,1241,2026-03-20 00:00:00,299,success,
553,271,873,2026-09-05 00:00:00,99,success,
554,166,1177,2026-05-04 00:00:00,299,success,
555,259,915,2026-03-14 00:00:00,299,failed,card_declined
